refseq;oligo_id
NM_013392;H200016944
NM_016536;H200016893
NM_016276;H300002272
NM_170693;H300002272
NM_182564;H300002240
NM_001004137;H300002177
XM_372257;H300001570
XM_370729;H300001432
NM_001444;H300001432
XM_372117;H300001425
NM_002024;H300000680
NM_005249;H300005181
NM_001004306;H300004501
XM_498578;H300004417
NM_194283;H300004417
XM_370883;H300004407
XM_370887;H300004407
XM_496082;H300004407
XM_496089;H300004407
XM_099034;H300004407
NM_173482;H300003693
XM_060887;H300002967
XM_371237;H300007490
NM_001004462;H300007470
NM_005076;H300007429
NM_017736;H300007419
NM_000365;H300007375
NM_001009606;H300006729
XM_292562;H300006729
NM_014694;H300006681
NM_153706;H300006035
NM_175901;H300006027
XM_499495;H300005985
XM_498429;H300005985
XM_499558;H300005985
NM_003274;H300005942
NM_030824;H300005925
NM_012352;H300005884
NM_175616;H300005874
NM_021177;H300005237
XM_497308;H300005219
NM_198441;H300009709
NM_001005243;H300009595
XM_063084;H300009559
NM_203454;H300009551
NM_006815;H300008987
XM_498555;H300008973
XM_373359;H300008924
XM_380171;H300008877
NM_024337;H300008877
NM_173641;H300008846
NM_012248;H300008262
NM_007273;H300008202
NM_182558;H300008130
NM_207118;H300008120
NM_002659;H300012703
NM_001005377;H300012703
NM_021189;H300011209
NM_007277;H300011157
NM_000369;H300011107
NM_002859;H300010437
NM_182796;H300010368
NM_031302;H300015928
NM_019557;H300015877
NM_057157;H300015175
NM_004089;H300015152
NM_058172;H300015079
NM_001839;H300015055
NM_182944;H300015021
NM_005823;H300015003
NM_013404;H300015003
NM_000500;H300014394
NM_005555;H300014335
NM_030917;H300014216
NM_001394;H300013598
NM_078468;H300013566
XM_496245;H300013519
NM_170694;H300013506
NM_078629;H300018390
NM_078630;H300018390
NM_006800;H300018390
NM_007247;H300018383
NM_080550;H300018383
NM_080551;H300018383
NM_181723;H300018340
NM_130459;H300017537
NM_030640;H300017481
NM_024005;H300017424
NM_000760;H300016791
NM_172313;H300016791
NM_156039;H300016791
NM_139208;H300016758
NM_080661;H300016704
NM_182640;H300016653
NM_175629;H300016023
NM_153759;H300016023
NM_022552;H300016023
NM_005070;H300020282
NM_207191;H300020237
NM_207194;H300020237
NM_207196;H300020237
NM_207197;H300020237
NM_207195;H300020237
NM_003815;H300020237
NM_148975;H300019855
NM_024021;H300019855
NM_015540;H300019849
NM_014431;H300019827
NM_025182;H300019787
NM_002746;H300019761
NM_001005743;H300019349
NM_001005744;H300019349
NM_003744;H300019349
NM_001005745;H300019349
NM_020445;H300019342
NM_020387;H300019318
NM_019045;H300019290
NM_007171;H300019259
NM_006620;H300018873
NM_007370;H300018844
NM_181578;H300018844
NM_015064;H300018837
NM_178038;H300018837
NM_178040;H300018837
NM_178037;H300018837
NM_178039;H300018837
NM_001007025;H300018807
NM_001007024;H300018807
NM_004871;H300018807
NM_148936;H300018775
NM_148980;H300018775
NM_032158;H300018775
NM_149379;H300018775
NM_001005786;H300021863
NM_001005375;H300021863
NM_020363;H300021863
NM_001005785;H300021863
NM_020364;H300021863
NM_020420;H300021863
NM_004081;H300021863
NM_024018;H300021826
NM_032664;H300021385
NM_020345;H300021375
NM_005510;H300021348
NM_022156;H300021340
NM_145291;H300021312
NM_175617;H300021305
NM_002941;H300021279
NM_133631;H300021279
NM_030663;H300020852
NM_145654;H300020785
NM_005781;H300020776
NM_014328;H300020756
NM_152730;H300020330
NM_145207;H300020307
NM_003040;opHsV0400000889
NM_153376;opHsV0400000883
NM_005462;opHsV0400000513
NM_153809;opHsV0400000155
NM_001704;opHsV0400000137
NM_002388;opHsV0400000107
NM_006589;H300022469
NM_198264;H300022469
NM_198154;opHsV0400002064
XM_497813;opHsV0400002011
XM_291139;opHsV0400001664
NM_182563;opHsV0400001634
XM_291270;opHsV0400001616
NM_178564;opHsV0400001610
NM_012082;opHsV0400001289
XM_379656;opHsV0400000912
NM_198564;opHsV0400000906
NM_198202;opHsV0400003521
NM_198201;opHsV0400003521
NM_015918;opHsV0400003521
XM_497473;opHsV0400003515
XM_496963;opHsV0400003145
NM_022834;opHsV0400003139
NM_199121;opHsV0400003139
XM_293687;opHsV0400002787
XM_171447;opHsV0400002763
NM_181610;opHsV0400002745
NM_144678;opHsV0400002739
NM_178556;opHsV0400002434
NM_024425;opHsV0400002393
NM_000378;opHsV0400002393
NM_024426;opHsV0400002393
NM_024424;opHsV0400002393
XM_497042;opHsV0400002369
NM_015180;opHsV0400004696
NM_173544;opHsV0400004267
NM_207581;opHsV0400004249
XM_376486;opHsV0400003944
NM_000052;opHsV0400003938
NM_001004752;opHsV0400003920
NM_182776;opHsV0400003867
NM_005916;opHsV0400003867
NM_182895;opHsV0400003562
NM_153334;opHsV0400003562
NM_005955;opHsV0400003539
NM_004462;opHsV0400006152
NM_003747;opHsV0400006123
NM_020435;opHsV0400005795
NM_020870;opHsV0400005753
NM_025161;opHsV0400005747
XM_373871;opHsV0400005049
NM_032589;opHsV0400005019
NM_203429;opHsV0400005019
NM_203428;opHsV0400005019
XM_211090;opHsV0400007305
XM_379851;opHsV0400007257
XM_208361;opHsV0400007257
XM_208058;opHsV0400007251
NM_016931;opHsV0400007251
NM_213603;opHsV0400006928
NM_207505;opHsV0400006922
NM_207437;opHsV0400006898
NM_207351;opHsV0400006880
NM_000272;opHsV0400006874
NM_207181;opHsV0400006874
NM_139290;opHsV0400006576
NM_001146;opHsV0400006576
NM_004167;opHsV0400006505
NM_032962;opHsV0400006505
NM_004166;opHsV0400006505
NM_032964;opHsV0400006505
NM_032965;opHsV0400006505
NM_032601;opHsV0400006499
NM_006134;opHsV0400006200
NM_005434;opHsV0400006176
NM_001010860;opHsV0400008784
XM_496001;opHsV0400008784
XM_495983;opHsV0400008778
XM_495920;opHsV0400008761
XM_378606;opHsV0400008450
XM_378506;opHsV0400008433
XM_496054;opHsV0400008433
XM_378272;opHsV0400008385
XM_374104;opHsV0400008080
XM_374095;opHsV0400008074
XM_374016;opHsV0400008033
XM_374006;opHsV0400008027
XM_373958;opHsV0400008009
XM_373945;opHsV0400008003
XM_372471;opHsV0400007674
XM_372311;opHsV0400007656
XM_498981;opHsV0400009954
XM_498960;opHsV0400009936
XM_498923;opHsV0400009907
XM_498896;opHsV0400009883
XM_498320;opHsV0400009536
XM_498324;opHsV0400009536
XM_498304;opHsV0400009530
XM_498272;opHsV0400009513
XM_498263;opHsV0400009507
XM_497468;opHsV0400009178
XM_497414;opHsV0400009160
XM_497349;opHsV0400009136
XM_497338;opHsV0400009131
NM_015092;opHsV0400008808
NM_014006;opHsV0400008808
XM_370939;opHsV0400008808
XM_496137;opHsV0400008808
NM_024580;opHsV0400008802
XM_496086;opHsV0400008802
NM_000899;opHsV0400011411
NM_003994;opHsV0400011411
NM_017758;opHsV0400011011
NM_001010987;opHsV0400010306
NM_001002844;opHsV0400010259
NM_015282;H200001986
NM_018948;H200001977
NM_015526;H200001418
XM_291105;H200001340
NM_005402;H200001329
NM_012328;H200001305
NM_030792;H200001294
NM_000226;H200000677
NM_000024;H200000639
NM_000197;H200000127
NM_002564;H200000093
NM_176071;H200000093
NM_176072;H200000093
NM_004612;H200000061
NM_004569;H200000051
NM_000139;H200000008
NM_021572;H200004296
NM_018214;H200004289
NM_030762;H200004249
NM_173343;H200003513
NM_004633;H200003513
XM_051264;H200002868
NM_004565;H200002853
NM_006092;H200002823
NM_030809;H200002771
NM_014305;H200002124
NM_001247;H200002111
NM_052845;H200002068
NM_019000;H200006918
NM_173173;H200006891
NM_173172;H200006891
NM_173171;H200006891
NM_006186;H200006891
NM_006079;H200006882
NM_006807;H200006370
NM_203415;H200006340
NM_203414;H200006340
NM_203413;H200006340
NM_015362;H200006340
NM_000689;H200006288
NM_004396;H200006245
NM_153811;H200005735
NM_004948;H200005693
NM_024421;H200005693
NM_001254;H200005687
NM_002096;H200005647
NM_005281;H200005616
NM_002528;H200005607
NM_194451;H200005064
NM_006859;H200005064
NM_197964;H200004977
NM_178123;H200004965
NM_016573;H200004935
NM_025234;H200009659
NM_006310;H200009544
NM_003783;H200008533
NM_004255;H200008497
NM_005505;H200008450
NM_018672;H200008439
NM_172232;H200008439
NM_004159;H200008402
NM_148919;H200008402
NM_014289;H200007789
NM_006529;H200007743
NM_005258;H200007002
NM_206963;H200006954
NM_002888;H200006954
NM_172014;H200012831
NM_003807;H200012831
NM_017617;H200012797
NM_002758;H200012157
NM_031988;H200012157
NM_145735;H200012056
NM_138395;H200012014
NM_015393;H200011371
NM_018492;H200011329
NM_000732;H200010695
XM_027105;H200010685
NM_003543;H200010602
NM_145754;H200010549
NM_022346;H200014576
NM_024855;H200014515
NM_015559;H200013788
XM_290941;H200013738
NM_021153;H200012871
NM_024611;H200019905
NM_005726;H200019892
NM_002128;H200019846
NM_024567;H200019837
NM_152351;H200018803
NM_031958;H200018728
NM_030775;H200018203
NM_032642;H200018203
NM_000611;H200017311
NM_203331;H200017311
NM_203330;H200017311
NM_203329;H200017311
NM_013296;H200017259
NM_139238;H200017196
NM_052866;H200017196
NM_000728;H200017136
NM_006056;H200016284
NM_024908;H200016201
XM_374922;H200016190
XM_371397;H300001653
NM_013363;H300001612
NM_014030;H300001011
NM_182501;H300000908
NM_002370;H300000252
NM_198550;H300000238
NM_152945;H300000204
XM_498632;H300000101
NM_058165;H200020046
NM_138416;H200019963
NM_012315;H300004587
XM_370651;H300004576
NM_174905;H300004017
NM_001004758;H300003231
XM_496481;H300003111
XM_496791;H300003111
XM_496438;H300003111
NM_002806;H300002353
NM_174941;H300002344
NM_144642;H300006879
NM_001004488;H300006828
NM_182765;H300006167
NM_173497;H300006167
NM_152414;H300006073
NM_175854;H300005451
NM_004058;H300005366
NM_080590;H300005366
XM_498072;H300009789
NM_003001;H300009739
NM_139286;H300009154
NM_001004464;H300009109
NM_021615;H300009064
NM_016627;H300008427
NM_153226;H300008340
XM_351854;H300007720
XM_372494;H300007575
XM_380142;H300007561
XM_379517;H300007561
NM_015512;H300012068
NM_176792;H300011428
NM_152260;H300011342
NM_018157;H300011332
XM_371015;H300010642
NM_152623;H300010527
XM_373056;H300009891
NM_019644;H300009847
NM_020839;H300009839
NM_030671;H300015258
NM_030667;H300015258
NM_030669;H300015258
NM_024094;H300015244
XM_166140;H300014437
NM_033210;H300014426
NM_152628;H300013776
NM_018173;H300013737
NM_022172;H300013726
XM_379820;H300013650
XM_376602;H300013650
NM_005918;H300013013
NM_000240;H300012916
NM_019008;H300012909
NM_005829;H300017749
NM_013391;H300017696
NM_020978;H300016945
NM_006358;H300016914
NM_032380;H300016901
NM_170681;H300016901
NM_170691;H300016901
NM_152371;H300016844
NM_015555;H300016174
NM_022731;H300019914
NM_014263;H300019458
NM_139313;H300019458
NM_139312;H300019458
NM_006383;H300019445
NM_181457;H300019420
NM_000438;H300019420
NM_181459;H300019420
NM_181461;H300019420
NM_181458;H300019420
NM_181460;H300019420
NM_013942;H300019420
NM_003980;H300018966
NM_016389;H300018935
NM_006469;H300018935
NM_017765;H300018924
NM_006287;H300018900
NM_003203;H300018894
NM_024297;H300018450
NM_014739;H300018441
NM_152660;H300018411
NM_203318;H300021516
NM_078471;H300021516
NM_005887;H300021475
NM_174930;H300021449
NM_003949;H300021440
NM_177977;H300021440
NM_005885;H300021414
NM_001826;H300021407
NM_178827;H300020957
NM_015314;H300020950
NM_033316;H300020910
NM_005929;H300020910
NM_016625;H300020886
NM_004274;H300020468
NM_018297;H300020462
NM_032046;H300020435
XM_058404;H300020407
NM_007363;H300020363
NM_000893;H300019963
NM_207330;opHsV0400000600
NM_144688;opHsV0400000576
NM_000104;opHsV0400000278
NM_182603;opHsV0400000273
XM_495953;opHsV0400000255
NM_152509;opHsV0400000231
NM_006242;opHsV0400000225
NM_032900;H300022729
NM_032750;H300022717
NM_138298;H300022682
NM_004532;H300022682
NM_138297;H300022682
NM_138299;H300022682
NM_018406;H300022682
NM_006726;H300022666
NM_138822;H300022632
NM_138821;H300022632
NM_000919;H300022632
NM_138766;H300022632
NM_172311;H300022604
NM_006873;H300022604
NM_000037;H300022100
NM_020475;H300022100
NM_020476;H300022100
NM_020477;H300022100
NM_001004060;H300022019
NM_001004067;H300022019
NM_173614;H300022019
NM_014287;H300022019
NM_003576;H300021976
XM_370541;opHsV0400001776
NM_182705;opHsV0400001753
NM_182506;opHsV0400001705
XM_114418;opHsV0400001383
NM_175895;opHsV0400001329
NM_174925;opHsV0400001024
NM_152397;opHsV0400001000
NM_001012717;opHsV0400002910
NM_178348;opHsV0400002904
NM_002171;opHsV0400002857
NM_017725;opHsV0400002833
NM_138371;opHsV0400002111
NM_003104;opHsV0400002081
XM_007651;opHsV0400002081
NM_020922;opHsV0400004384
NM_002480;opHsV0400003657
NM_015537;opHsV0400003263
NM_052877;opHsV0400005871
NM_201542;opHsV0400005871
NM_001001654;opHsV0400005871
NM_001001651;opHsV0400005871
NM_001001653;opHsV0400005871
NM_000793;opHsV0400005865
NM_013989;opHsV0400005865
NM_001007023;opHsV0400005865
XM_209155;opHsV0400005518
NM_001007088;opHsV0400005495
NM_006962;opHsV0400005495
NM_019036;opHsV0400005119
NM_203487;opHsV0400005095
NM_024423;opHsV0400004790
NM_001941;opHsV0400004790
XM_377716;opHsV0400004767
NM_207497;opHsV0400004761
NM_207407;opHsV0400004737
XM_499440;opHsV0400004719
XM_498210;opHsV0400004719
NM_002481;opHsV0400007046
NM_032105;opHsV0400007046
XM_010658;opHsV0400007046
NM_015703;opHsV0400007022
NM_145326;opHsV0400006599
NM_015928;opHsV0400006295
NM_014708;opHsV0400006271
NM_014486;opHsV0400006265
NM_007235;opHsV0400006241
NM_006717;opHsV0400006223
NM_006524;opHsV0400006217
NM_000843;opHsV0400005918
NM_172211;opHsV0400005913
NM_000757;opHsV0400005913
NM_000497;opHsV0400005895
XM_378843;opHsV0400008502
XM_378810;opHsV0400008496
XM_374338;opHsV0400008174
XM_374339;opHsV0400008174
XM_374268;opHsV0400008144
XM_374177;opHsV0400008120
XM_374136;opHsV0400008097
XM_373366;opHsV0400007798
XM_373311;opHsV0400007792
XM_373053;opHsV0400007768
XM_372966;opHsV0400007750
XM_372924;opHsV0400007744
XM_496557;opHsV0400007398
NM_022662;opHsV0400007398
XM_292957;opHsV0400007398
XM_372941;opHsV0400007369
XM_372310;opHsV0400007369
XM_498329;opHsV0400007369
XM_372940;opHsV0400007369
XM_291643;opHsV0400007369
XM_495805;opHsV0400007369
XM_290831;opHsV0400007345
XM_498589;opHsV0400009678
XM_498552;opHsV0400009649
XM_497686;opHsV0400009296
XM_497585;opHsV0400009231
XM_496584;opHsV0400008926
XM_496572;opHsV0400008920
XM_496400;opHsV0400008878
NM_014644;opHsV0400008878
NM_001002812;opHsV0400008878
NM_001002811;opHsV0400008878
XM_496373;opHsV0400008873
XM_496321;opHsV0400008855
XM_379065;opHsV0400008544
XM_378969;opHsV0400008526
NM_001177;opHsV0400010430
XM_499116;opHsV0400010048
XM_499545;opHsV0400010024
XM_499090;opHsV0400010024
XM_499044;opHsV0400010006
XM_499039;opHsV0400010001
XM_499009;opHsV0400009977
NM_182898;opHsV0400011552
NM_001011666;opHsV0400011552
NM_182899;opHsV0400011552
NM_004904;opHsV0400011552
NM_014754;H200006385
NM_001175;H200007050
NM_024328;H200002444
NM_005335;H200002398
NM_005973;H200001806
NM_199416;H200001806
NM_018271;H200001790
NM_133265;H200001757
NM_022060;H200001744
NM_020379;H200001706
NM_007272;H200001672
NM_012385;H200001663
NM_001358;H200001088
NM_004873;H200001058
NM_005379;H200001051
NM_013265;H200001019
NM_016397;H200001009
NM_198976;H200001009
NM_005125;H200000971
NM_002361;H200000462
NM_080600;H200000462
NM_000055;H200000347
NM_005426;H200004716
NM_182767;H200004702
NM_018222;H200004666
NM_133462;H200004622
NM_032188;H200004571
NM_021928;H200004559
NM_005110;H200003997
NM_182919;H200003914
NM_080668;H200003232
NM_014520;H200003194
NM_024574;H200002527
NM_005018;H200007315
NM_003637;H200007303
NM_005819;H200007243
NM_024299;H200006708
NM_015149;H200006648
NM_006838;H200006585
NM_014746;H200006576
NM_001034;H200006072
NM_003051;H200006037
NM_006579;H200006004
NM_021958;H200005987
NM_005166;H200005960
NM_006568;H200005353
NM_007038;H200005314
NM_012395;H200005281
NM_000120;H200010372
NM_000216;H200010361
NM_019898;H200010321
NM_019862;H200010321
NM_019901;H200010321
NM_019899;H200010321
NM_019902;H200010321
NM_004996;H200010321
NM_019900;H200010321
NM_144769;H200010225
NM_012188;H200010225
NM_025027;H200009088
NM_020657;H200008910
NM_024954;H200008848
NM_003792;H200008197
NM_153200;H200008197
NM_032986;H200008146
NM_032985;H200008146
NM_006363;H200008146
NM_005956;H200008064
NM_212551;H200008057
NM_003923;H200007409
NM_003360;H200007370
NM_006583;H200007348
NM_007332;H200013273
NM_004211;H200013217
NM_053017;H200012572
XM_058513;H200012500
NM_002918;H200012468
NM_000863;H200012417
NM_197955;H200011805
NM_032413;H200011805
NM_032561;H200011767
NM_016039;H200011717
NM_003919;H200011708
NM_032175;H200011058
NM_005074;H200011043
NM_000716;H200011010
XM_085463;H200010933
NM_057088;H200015910
NM_144623;H200015031
NM_005453;H200015012
NM_002069;H200014968
NM_021935;H200014954
NM_005776;H200014918
NM_001009551;H200014918
NM_005766;H200014217
NM_018399;H200014208
NM_020414;H200014128
NM_004560;H200014094
NM_004854;H200014086
NM_003181;H200013400
NM_024323;H200013390
NM_000415;H200013352
NM_032726;H200019500
NM_031275;H200019353
NM_033506;H200017808
NM_020217;H200017749
NM_018939;H200017694
NM_013347;H200017638
NM_020127;H200017631
NM_057168;H200016887
NM_016087;H200016887
NM_014594;H200016864
NM_198941;H200016782
NM_006811;H200016782
NM_001426;H200016771
NM_006573;H200016716
XM_378763;H200016682
NM_015469;H300002111
NM_006930;H300002055
NM_170679;H300002055
NM_175060;H300002010
NM_001299;H300001406
NM_212460;H300001355
NM_005738;H300001355
NM_001005496;H300001322
NM_021027;H300001271
NM_147129;H300000658
NM_182774;H300000658
NM_003551;H300000645
NM_080875;H300000548
XM_296817;H300000504
NM_018273;H200021085
NM_144694;H200020879
NM_145035;H300005000
NM_152390;H300004966
NM_198519;H300004396
XM_499315;H300004346
XM_374461;H300004346
NM_001004483;H300004250
NM_182513;H300003669
NM_012069;H300002902
NM_178558;H300002884
NM_173512;H300002762
NM_016068;H300007357
NM_175921;H300006524
NM_198485;H300006491
NM_001006939;H300006431
NM_017780;H300005815
NM_178559;H300005800
NM_024796;H300005753
NM_005830;H300005060
NM_019897;H300010120
NM_001005196;H300010111
NM_207320;H300009444
NM_148961;H300009419
NM_152402;H300008828
NM_198478;H300008684
NM_145278;H300008109
NM_001001732;H300008100
NM_014893;H300008030
NM_144621;H300012480
NM_005919;H300011807
NM_005537;H300011733
NM_015503;H300011097
NM_002386;H300011083
NM_172217;H300010996
NM_004513;H300010996
NM_138770;H300010195
NM_001001438;H300015665
NM_021960;H300014876
NM_003160;H300014201
NM_003200;H300014181
NM_006738;H300014095
NM_148170;H300014044
NM_033012;H300013426
NM_177402;H300013410
NM_003740;H300013360
NM_004660;H300013272
NM_032797;H300018167
NM_016242;H300018116
NM_000957;H300018057
NM_006197;H300017416
NM_213631;H300017408
NM_213632;H300017408
NM_032950;H300017363
NM_152842;H300017297
NM_018170;H300020165
NM_018217;H300019738
NM_003629;H300019714
NM_080669;H300019678
NM_001282;H300019671
NM_020148;H300019651
NM_000617;H300019642
NM_014521;H300019239
NM_014244;H300019207
NM_021599;H300019207
NM_014963;H300019185
NM_003691;H300019145
NM_001008910;H300019145
NM_019071;H300018764
NM_198266;H300018764
NM_198267;H300018764
NM_032207;H300018741
NM_178271;H300018677
NM_052936;H300018677
NM_178270;H300018677
NM_016082;H300018670
NM_016408;H300018670
NM_170769;H300021821
NM_025236;H300021821
NM_170770;H300021821
NM_019049;H300021787
NM_052948;H300021722
NM_020990;H300021262
NM_173618;H300021254
NM_145348;H300021229
NM_024507;H300021229
NM_145347;H300021229
NM_172229;H300021229
NM_145004;H300021192
NM_207584;H300020705
NM_000874;H300020705
NM_207585;H300020705
NM_203343;H300020699
NM_004437;H300020699
NM_203342;H300020699
NM_005107;H300020636
NM_020832;H300020224
NM_153213;H300020202
NM_003493;opHsV0400000801
XM_495885;opHsV0400000783
NM_007211;opHsV0400000478
XM_371586;opHsV0400000472
XM_377786;opHsV0400000407
NM_005686;opHsV0400000401
NM_015255;opHsV0400000102
NM_004283;opHsV0400000073
NM_019080;opHsV0400000055
XM_291989;opHsV0400000049
XM_371418;opHsV0400000031
NM_005781;H300022337
NM_214678;H300022330
NM_214677;H300022330
NM_214679;H300022330
NM_014257;H300022330
NM_214676;H300022330
NM_214675;H300022330
NM_005111;H300022303
NM_145858;H300022303
NM_003496;H300022294
NM_023067;opHsV0400001976
NM_001004338;opHsV0400001958
XM_496343;opHsV0400001929
XM_496341;opHsV0400001929
NM_001010889;opHsV0400001929
XM_291396;opHsV0400001929
XM_291625;opHsV0400001929
XM_291638;opHsV0400001929
NM_178537;opHsV0400001911
XM_091886;opHsV0400001230
NM_003011;opHsV0400001224
NM_198287;opHsV0400001153
NM_016162;opHsV0400001153
XM_094066;opHsV0400000830
NM_002948;opHsV0400000824
NM_014064;opHsV0400003438
NM_005569;opHsV0400003432
NM_016733;opHsV0400003432
NM_133431;opHsV0400003086
NM_000333;opHsV0400003080
NM_182826;opHsV0400003057
NM_183010;opHsV0400003039
NM_006586;opHsV0400003039
NM_139009;opHsV0400003033
NM_139006;opHsV0400003033
NM_139003;opHsV0400003033
NM_139002;opHsV0400003033
NM_139004;opHsV0400003033
NM_000410;opHsV0400003033
NM_139005;opHsV0400003033
NM_014612;opHsV0400002711
NM_002702;opHsV0400002657
XM_496814;opHsV0400002352
NM_014827;opHsV0400002352
NM_012162;opHsV0400002311
NM_024555;opHsV0400002311
NM_004296;opHsV0400004566
NM_030634;opHsV0400004560
NM_007224;opHsV0400004238
NM_015289;opHsV0400004232
NM_014376;opHsV0400004214
NM_130392;opHsV0400004208
NM_130391;opHsV0400004208
NM_130393;opHsV0400004208
NM_002839;opHsV0400004208
NM_015655;opHsV0400004190
NM_005197;opHsV0400004184
NM_016285;opHsV0400003838
XM_208809;opHsV0400003832
XM_497048;opHsV0400003814
XM_292035;opHsV0400003486
XM_370672;opHsV0400003480
NM_001008917;opHsV0400006041
NM_207327;opHsV0400006041
NM_153183;opHsV0400005736
NM_018159;opHsV0400005736
NM_182584;opHsV0400005689
XM_497611;opHsV0400005665
NM_015345;opHsV0400005366
NM_016655;opHsV0400005318
NM_181427;opHsV0400005318
NM_002041;opHsV0400005318
XM_211908;opHsV0400007246
XM_173132;opHsV0400007246
NM_030930;opHsV0400007246
XM_173063;opHsV0400007240
XM_167152;opHsV0400007216
XM_115715;opHsV0400007193
NM_198689;opHsV0400006823
NM_198687;opHsV0400006823
NM_198688;opHsV0400006823
NM_198502;opHsV0400006817
NM_198141;opHsV0400006799
NM_032440;opHsV0400006494
NM_032239;opHsV0400006488
NM_031281;opHsV0400006471
NM_024563;opHsV0400006447
NM_024109;opHsV0400006441
NM_022444;opHsV0400006423
NM_003641;opHsV0400006118
NM_003520;opHsV0400006112
NM_002729;opHsV0400006094
NM_002545;opHsV0400006089
NM_016522;opHsV0400006089
XM_380095;opHsV0400008703
XM_379479;opHsV0400008703
XM_379692;opHsV0400008679
XM_378208;opHsV0400008374
XM_377919;opHsV0400008350
XM_377797;opHsV0400008344
XM_377343;opHsV0400008320
XM_373922;opHsV0400007998
XM_373850;opHsV0400007975
XM_373778;opHsV0400007945
XM_371722;opHsV0400007598
XM_371504;opHsV0400007575
NM_174889;opHsV0400007569
XM_371479;opHsV0400007569
XM_498853;opHsV0400009848
XM_498831;opHsV0400009831
XM_498777;opHsV0400009801
XM_498773;opHsV0400009801
XM_498778;opHsV0400009801
XM_498779;opHsV0400009801
XM_498782;opHsV0400009801
XM_498783;opHsV0400009801
XM_498776;opHsV0400009801
XM_499444;opHsV0400009496
XM_498214;opHsV0400009496
NM_014011;opHsV0400009473
XM_498134;opHsV0400009473
NM_144949;opHsV0400009473
XM_498029;opHsV0400009449
XM_498031;opHsV0400009449
XM_497996;opHsV0400009431
XM_497331;opHsV0400009126
XM_497272;opHsV0400009097
XM_497226;opHsV0400009079
XM_497229;opHsV0400009079
XM_497209;opHsV0400009073
XM_495890;opHsV0400008750
XM_380151;opHsV0400008721
XM_117451;opHsV0400008721
NM_033412;opHsV0400010248
XM_084000;opHsV0400010248
XM_499464;opHsV0400010183
XM_498231;opHsV0400010183
NM_014379;H200002249
NM_003369;H200002231
NM_015507;H200002194
NM_020198;H200001620
NM_145243;H200001593
NM_015331;H200000929
NM_019036;H200000845
NM_000031;H200000317
NM_001003945;H200000317
NM_000284;H200000268
NM_002863;H200000196
NM_033281;H200004511
NM_004725;H200004479
NM_001007793;H200004479
NM_024632;H200004445
NM_139245;H200003810
NM_178562;H200003753
NM_014411;H200003706
NM_020438;H200003058
NM_005701;H200003042
NM_000927;H200003004
NM_005883;H200002940
NM_032844;H200002343
NM_032286;H200002332
NM_001103;H200007051
NM_012342;H200006552
NM_003635;H200006518
NM_000366;H200006466
NM_002141;H200006429
NM_001445;H200005923
NM_004430;H200005916
NM_172348;H200005889
NM_000589;H200005889
NM_001685;H200005878
NM_001003697;H200005878
NM_001003701;H200005878
NM_001003696;H200005878
NM_001003703;H200005878
NM_000774;H200005808
NM_006565;H200005244
NM_017897;H200005183
NM_006192;H200005108
NM_014745;H200010190
NM_181485;H200010099
NM_032527;H200010099
NM_181484;H200010099
NM_031216;H200009954
NM_020715;H200008737
NM_024026;H200008615
NM_005540;H200008604
NM_024817;H200007938
NM_015966;H200007887
NM_198398;H200007887
NM_006516;H200007876
NM_032581;H200007160
NM_052954;H200013006
NM_021098;H200012371
NM_001005407;H200012371
NM_004348;H200012359
NM_012108;H200012285
NM_004226;H200012272
NM_020169;H200011635
NM_006429;H200011598
NM_013403;H200011587
NM_004078;H200011549
NM_182851;H200011487
NM_021178;H200011487
NM_182852;H200011487
NM_182849;H200011487
NM_194289;H200010884
NM_007015;H200010843
NM_006536;H200015766
NM_172163;H200015720
NM_004700;H200015720
NM_007362;H200015709
NM_003680;H200015654
NM_033194;H200015613
NM_006947;H200015604
NM_004608;H200014806
NM_000452;H200014692
NM_138931;H200014019
NM_001706;H200014019
NM_024792;H200013967
NM_005736;H200013923
NM_024789;H200013879
NM_052957;H200013152
NM_015658;H200013109
NM_014489;H200013098
NM_080474;H200020294
NM_052840;H200020219
NM_024016;H200019124
NM_015607;H200019074
NM_176877;H200018958
NM_005799;H200018958
NM_176878;H200018958
NM_170605;H200018958
NM_018441;H200017595
NM_015918;H200017547
NM_015965;H200017444
NM_020818;H200016589
NM_138371;H200016452
NM_025227;H200016425
XM_376207;H300001906
NM_207405;H300001816
NM_024728;H300001136
XM_497703;H300001072
NM_019066;H300000470
XM_373908;H300000413
XM_375313;H300000407
NM_001006640;H300000363
NM_004780;H300000363
NM_001006639;H300000363
NM_003010;H300000306
NM_004415;H200020443
NM_018474;H200020388
NM_001007533;H300004110
NM_032569;H300004076
XM_379780;H300004061
NM_001004474;H300003472
XM_293026;H300003456
NM_138702;H300003414
NM_177456;H300003414
NM_181756;H300003392
NM_001001954;H300003354
NM_080751;H300003347
NM_182488;H300003319
NM_001005287;H300003302
NM_000741;H300002714
NM_021165;H300002563
NM_001018;H300007144
XM_376154;H300007144
NM_012363;H300007042
XM_063336;H300006359
NM_206833;H300006306
NM_173530;H300006272
NM_001005522;H300005665
NM_001004695;H300005665
NM_175888;H300005608
NM_002798;H300005507
NM_001003750;H300004923
NM_004210;H300009946
XM_378430;H300009362
NM_152489;H300009305
NM_001004430;H300009273
NM_004160;H300009221
NM_001008492;H300008645
