ENSG00000104825;NM_001001716
ENSG00000077157;NM_001167858
ENSG00000171855;NM_002176
ENSG00000160932;NM_002346
ENSG00000007171;NM_000625
ENSG00000173175;NM_183357
ENSG00000197696;NM_021077
ENSG00000186232;NM_001085395
ENSG00000172742;NM_001004711
ENSG00000183598;NM_001005464
ENSG00000124067;NM_001145964
ENSG00000186980;NM_181624
ENSG00000100003;NM_033382
ENSG00000095981;NM_001135106
ENSG00000220431;XM_001721611
ENSG00000204977;NM_213590
ENSG00000072657;NM_013381
ENSG00000114744;NM_016094
ENSG00000178234;NM_022087
ENSG00000010319;NM_020163
ENSG00000186526;NM_007253
ENSG00000164729;NM_054028
ENSG00000204877;XM_002347748
ENSG00000186223;NM_001085395
ENSG00000206088;XM_001720707
ENSG00000119929;NM_015960
ENSG00000159712;XM_001716325
ENSG00000147381;NM_002362
ENSG00000174982;NM_001004059
ENSG00000137573;NM_001128204
ENSG00000112144;NM_014920
ENSG00000010318;NM_173341
ENSG00000100852;NM_001030055
ENSG00000204496;NM_001159740
ENSG00000143278;NM_001994
ENSG00000155249;NM_001004063
ENSG00000166860;NM_014830
ENSG00000204740;XM_939359
ENSG00000000005;NM_022144
ENSG00000005206;NM_001077238
ENSG00000155974;NM_021150
ENSG00000125888;NM_178477
ENSG00000114857;NM_005385
ENSG00000156475;NM_001127381
ENSG00000103226;NM_001004067
ENSG00000146143;NM_000947
ENSG00000123700;NM_000891
ENSG00000103254;NM_023933
ENSG00000015568;XM_002346267
ENSG00000092330;NM_012461
ENSG00000182798;XM_001719394
ENSG00000082014;NM_003078
ENSG00000179361;NM_006465
ENSG00000203493;XM_001723487
ENSG00000123561;NM_000354
ENSG00000023287;NM_014781
ENSG00000203950;NM_001134321
ENSG00000119772;NM_175629
ENSG00000119723;NM_182480
ENSG00000153214;NM_032824
ENSG00000136895;NM_032293
ENSG00000110375;NM_006760
ENSG00000174353;NM_001002840
ENSG00000162735;NM_001131039
ENSG00000169087;NM_024610
ENSG00000185278;NM_032522
ENSG00000183023;NM_001112802
ENSG00000007216;NM_003984
ENSG00000183337;NM_001123385
ENSG00000100290;NM_001197
ENSG00000129657;NM_001144001
ENSG00000104946;NM_001168222
ENSG00000156976;NM_001967
ENSG00000196682;XM_937967
ENSG00000197241;NM_207420
ENSG00000182931;NM_172131
ENSG00000162627;NM_152238
ENSG00000182556;XM_002343784
ENSG00000148680;NM_019859
ENSG00000101246;NM_001134758
ENSG00000182916;NM_152278
ENSG00000203814;NM_001161334
ENSG00000179915;NM_138735
ENSG00000166681;NM_206915
ENSG00000106399;NM_002947
ENSG00000214986;XM_001128899
ENSG00000189162;NM_022560
ENSG00000112697;NM_018247
ENSG00000204532;XM_001131980
ENSG00000215788;NM_003790
ENSG00000120802;NM_003276
ENSG00000156475;NM_181678
ENSG00000102103;NM_005710
ENSG00000054392;NM_001122834
ENSG00000175877;NM_182504
ENSG00000161573;NM_004590
ENSG00000090989;NM_018261
ENSG00000014914;NM_001145862
ENSG00000151689;NM_001128928
ENSG00000142864;NM_001018069
ENSG00000168807;NM_006750
ENSG00000137707;NM_017589
ENSG00000124208;NM_001032288
ENSG00000188620;NM_001105574
ENSG00000152578;NM_000829
ENSG00000179044;NM_178516
ENSG00000165606;NM_001080520
ENSG00000169271;NM_006308
ENSG00000137573;NM_001128205
ENSG00000050820;NM_014567
ENSG00000204776;XM_001713971
ENSG00000204176;NM_181519
ENSG00000213444;NM_001017435
ENSG00000204382;NM_020411
ENSG00000164924;NM_003406
ENSG00000167165;NM_019093
ENSG00000205916;NM_001005786
ENSG00000163380;NM_198271
ENSG00000122497;NM_017940
ENSG00000177370;NM_013337
ENSG00000087088;NM_138763
ENSG00000181803;NM_001001968
ENSG00000165804;NM_016423
ENSG00000172716;NM_001104588
ENSG00000215045;NM_001145118
ENSG00000199196;NM_024116
ENSG00000110002;NM_014622
ENSG00000120314;NM_017706
ENSG00000123572;NM_198465
ENSG00000197429;NM_001145349
ENSG00000147905;NM_032226
ENSG00000111450;NM_001980
ENSG00000164074;NM_001039717
ENSG00000146966;NM_015689
ENSG00000197263;NM_001002918
ENSG00000215839;XM_001716501
ENSG00000126549;NM_001009181
ENSG00000100578;NM_014749
ENSG00000135604;NM_003764
ENSG00000187008;XM_002344096
ENSG00000133627;NM_001040135
ENSG00000165164;NM_152632
ENSG00000197381;NM_015833
ENSG00000167733;NM_198707
ENSG00000163050;NM_020247
ENSG00000198768;NM_153360
ENSG00000211897;XM_001718220
ENSG00000166164;NM_013263
ENSG00000211896;XM_001718220
ENSG00000131089;NM_015185
ENSG00000140157;NM_001008860
ENSG00000113558;NM_170679
ENSG00000157734;NM_024798
ENSG00000157551;NM_002243
ENSG00000211899;XM_001718220
ENSG00000100219;NM_005080
ENSG00000129810;NM_001012413
ENSG00000204261;NM_002800
ENSG00000204519;NM_138347
ENSG00000204375;NM_020411
ENSG00000204376;NM_020411
ENSG00000213030;NM_000737
ENSG00000146054;NM_203296
ENSG00000121060;NM_005082
ENSG00000204379;NM_020411
ENSG00000140859;NM_001130100
ENSG00000156709;NM_001130847
ENSG00000155011;NM_014421
ENSG00000049759;NM_001144965
ENSG00000058866;NM_001080745
ENSG00000124593;NM_013397
ENSG00000077458;NM_144664
ENSG00000154642;NM_001100420
ENSG00000068305;NM_001130928
ENSG00000161618;NM_153329
ENSG00000160789;NM_170708
ENSG00000183479;NM_080701
ENSG00000112112;NM_001163771
ENSG00000107758;NM_001142353
ENSG00000179364;NM_001100913
ENSG00000130803;NM_020933
ENSG00000171540;XM_002345816
ENSG00000135424;NM_001144996
ENSG00000204936;NM_020406
ENSG00000134899;NM_000123
ENSG00000134575;NM_001610
ENSG00000111737;NM_006861
ENSG00000118308;NM_006152
ENSG00000176194;NM_001279
ENSG00000181026;NM_022767
ENSG00000146085;NM_000255
ENSG00000070159;NM_001145372
ENSG00000138028;NM_001166240
ENSG00000168476;NM_025232
ENSG00000166342;NM_138999
ENSG00000165181;NM_001080551
ENSG00000178729;NM_001013732
ENSG00000162989;NM_002239
ENSG00000130695;NM_022778
ENSG00000183055;XM_001722995
ENSG00000222011;NM_001145269
ENSG00000078140;NM_005339
ENSG00000157211;NM_201546
ENSG00000103512;NM_001004067
ENSG00000132334;NM_006504
ENSG00000188987;NM_003495
ENSG00000146648;NM_201282
ENSG00000162576;NM_032348
ENSG00000144524;NM_022730
ENSG00000163719;NM_001077525
ENSG00000206148;XM_002347162
ENSG00000143858;NM_001136504
ENSG00000110931;NM_172214
ENSG00000198013;XM_001721351
ENSG00000065534;NM_053032
ENSG00000068615;NM_001164730
ENSG00000214749;NM_177458
ENSG00000119723;NM_182476
ENSG00000150316;NM_016403
ENSG00000142192;NM_001136131
ENSG00000166200;NM_004236
ENSG00000184502;NM_000805
ENSG00000147274;NM_001164803
ENSG00000178776;NM_206966
ENSG00000124490;NM_001142407
ENSG00000205944;NM_001005786
ENSG00000149970;NM_001168649
ENSG00000197008;NM_006524
ENSG00000158747;NM_005380
ENSG00000189064;NM_012196
ENSG00000182667;NM_001144059
ENSG00000170866;NM_006865
ENSG00000103642;NM_171846
ENSG00000135083;NM_024565
ENSG00000118579;NM_025205
ENSG00000162607;NM_001017415
ENSG00000140365;NM_017828
ENSG00000206325;NM_205839
ENSG00000152242;NM_001008239
ENSG00000134461;NM_001009942
ENSG00000106588;NM_002787
ENSG00000100095;NM_021115
ENSG00000164742;NM_021116
ENSG00000176309;NM_153211
ENSG00000014824;NM_006345
ENSG00000129810;NM_138484
ENSG00000116237;NM_012405
ENSG00000174151;NM_182580
ENSG00000143110;NM_174896
ENSG00000185774;NM_147183
ENSG00000126903;NM_001142392
ENSG00000103121;NM_020188
ENSG00000134061;NM_005582
ENSG00000145425;XM_001718888
ENSG00000198836;NM_130832
ENSG00000129451;NM_002776
ENSG00000211446;NM_001093726
ENSG00000083635;NM_012345
ENSG00000105429;NM_001410
ENSG00000130540;NM_014351
ENSG00000108264;NM_133439
ENSG00000148842;NM_199076
ENSG00000130021;NM_012080
ENSG00000157954;NM_001033518
ENSG00000140577;NM_001042574
ENSG00000146674;NM_001013398
ENSG00000087494;NM_198965
ENSG00000170209;NM_178510
ENSG00000030066;NM_015231
ENSG00000157570;NM_001031730
ENSG00000112290;NM_003931
ENSG00000145794;NM_032446
ENSG00000141753;NM_001552
ENSG00000168309;NM_001076778
ENSG00000107651;NM_007190
ENSG00000137210;XM_002347135
ENSG00000168757;NM_022573
ENSG00000156113;NM_001161353
ENSG00000164258;NM_002495
ENSG00000009780;NM_001143914
ENSG00000131089;XM_001719620
ENSG00000196517;NM_201649
ENSG00000008018;NM_002793
ENSG00000171124;NM_001097641
ENSG00000186818;NM_001081438
ENSG00000091879;NM_001118887
ENSG00000217218;XM_001718227
ENSG00000180537;NM_001165034
ENSG00000166508;NM_182776
ENSG00000218534;XM_001721611
ENSG00000185565;NM_002338
ENSG00000135250;NM_182692
ENSG00000189253;XM_001718117
ENSG00000107077;NM_001146695
ENSG00000205236;NM_001097615
ENSG00000198483;NM_144698
ENSG00000164253;NM_018268
ENSG00000145819;NM_015071
ENSG00000112214;NM_001170807
ENSG00000152428;NM_138395
ENSG00000185894;NM_001002760
ENSG00000172243;NM_197954
ENSG00000115290;NM_004490
ENSG00000219626;NM_001145710
ENSG00000135899;NM_004510
ENSG00000187172;NM_182484
ENSG00000204149;NM_133446
ENSG00000198440;NM_001159860
ENSG00000141510;NM_001126117
ENSG00000178804;NM_153833
ENSG00000184640;NM_001113491
ENSG00000197409;NM_003529
ENSG00000088827;NM_023068
ENSG00000150773;NM_001082619
ENSG00000134910;NM_152713
ENSG00000172531;NM_002708
ENSG00000153064;NM_017935
ENSG00000155090;NM_005655
ENSG00000204496;NM_000595
ENSG00000184828;NM_001039360
ENSG00000120129;NM_004417
ENSG00000189057;NM_001142704
ENSG00000197065;XM_001722851
ENSG00000078140;NM_001111113
ENSG00000185829;NM_001039083
ENSG00000048342;NM_020785
ENSG00000118600;NM_014254
ENSG00000150782;NM_001562
ENSG00000184154;NM_001145307
ENSG00000184544;NM_001105571
ENSG00000183570;NM_001130141
ENSG00000178067;XM_495855
ENSG00000188029;NM_001023564
ENSG00000172531;NM_001008709
ENSG00000213639;NM_002709
ENSG00000198431;NM_182742
ENSG00000118194;NM_000364
ENSG00000081842;NM_031865
ENSG00000124257;NM_080749
ENSG00000160298;NM_058180
ENSG00000176845;NM_001004431
ENSG00000172179;NM_001163558
ENSG00000172974;XM_001133585
ENSG00000133027;NM_007169
ENSG00000212127;NM_023922
ENSG00000214470;XM_001732849
ENSG00000111319;NM_001038
ENSG00000101849;NM_005647
ENSG00000112727;NM_003537
ENSG00000188846;NM_003973
ENSG00000047849;NM_001134365
ENSG00000118181;NM_001028
ENSG00000124562;NM_003093
ENSG00000213494;NM_032965
ENSG00000169057;NM_001110792
ENSG00000165617;NM_016651
ENSG00000080815;NM_000021
ENSG00000188605;XM_001130683
ENSG00000139233;XM_938653
ENSG00000167601;NM_021913
ENSG00000106052;NM_006024
ENSG00000126016;NM_001113490
ENSG00000151490;NM_030669
ENSG00000106013;NM_019644
ENSG00000102796;NM_024705
ENSG00000185507;NM_001572
ENSG00000048649;NM_016578
ENSG00000148180;NM_001127666
ENSG00000138081;NM_025133
ENSG00000115561;NM_001005753
ENSG00000137522;NM_018320
ENSG00000158691;NM_001145043
ENSG00000204385;NM_025257
ENSG00000162946;NM_001164548
ENSG00000134333;NM_001165416
ENSG00000213024;NM_012346
ENSG00000198121;NM_001401
ENSG00000129810;NM_001012409
ENSG00000102241;NM_014500
ENSG00000131477;NM_005854
ENSG00000219213;XM_001722613
ENSG00000147121;NM_001129898
ENSG00000125337;NM_005355
ENSG00000213901;NM_001144890
ENSG00000188279;NM_001137549
ENSG00000175182;NM_001171093
ENSG00000165097;NM_153042
ENSG00000172232;NM_001700
ENSG00000123159;NM_202470
ENSG00000196139;NM_003739
ENSG00000082175;NM_000926
ENSG00000117308;NM_001008216
ENSG00000109016;NM_015510
ENSG00000214042;NM_021057
ENSG00000186275;XM_001717398
ENSG00000179088;NM_198521
ENSG00000185950;NM_003749
ENSG00000102316;NM_177433
ENSG00000147081;NM_003886
ENSG00000172071;NM_004836
ENSG00000174130;NM_006068
ENSG00000166452;NM_182901
ENSG00000156313;NM_000328
ENSG00000133961;NM_001005744
ENSG00000129518;NM_018453
ENSG00000170581;NM_005419
ENSG00000068305;NM_001130926
ENSG00000132199;NM_202758
ENSG00000204262;NM_000393
ENSG00000105997;NM_153631
ENSG00000165730;NM_152709
ENSG00000133731;NM_001144879
ENSG00000139182;NM_014718
ENSG00000156345;NM_001039803
ENSG00000142494;NM_018242
ENSG00000172785;XM_001717050
ENSG00000117298;NM_001113347
ENSG00000080823;NM_014226
ENSG00000183336;NM_001031827
ENSG00000123178;NM_001127482
ENSG00000151876;NM_012176
ENSG00000137726;NM_022003
ENSG00000172116;NM_172099
ENSG00000198146;NM_014106
ENSG00000169925;NM_007371
ENSG00000063244;NM_007279
ENSG00000178053;NM_001130157
ENSG00000120868;NM_181869
ENSG00000131503;NM_003732
ENSG00000007062;NM_001145849
ENSG00000134363;NM_013409
ENSG00000164924;NM_001135700
ENSG00000197443;NM_001080141
ENSG00000177990;NM_173812
ENSG00000165730;NM_001130160
ENSG00000175115;NM_018026
ENSG00000166391;NM_025098
ENSG00000052802;NM_006745
ENSG00000181355;NM_153003
ENSG00000107014;NM_134441
ENSG00000212640;XM_495858
ENSG00000149289;NM_033390
ENSG00000009780;NM_001143912
ENSG00000180198;NM_001048198
ENSG00000172795;NM_152624
ENSG00000163945;NM_020894
ENSG00000164252;NM_018046
ENSG00000212638;XM_495858
ENSG00000165487;NM_152726
ENSG00000084676;NM_147223
ENSG00000074527;NM_021229
ENSG00000130768;NM_001009568
ENSG00000111186;NM_030775
ENSG00000124181;NM_002660
ENSG00000139289;NM_007350
ENSG00000204618;NM_170769
ENSG00000182185;NM_133510
ENSG00000142515;NM_001030047
ENSG00000164741;NM_024767
ENSG00000130377;NM_030924
ENSG00000215344;NM_001037804
ENSG00000106771;NM_001099734
ENSG00000183475;NM_024708
ENSG00000203771;XM_001720082
ENSG00000203770;XM_001720082
ENSG00000112964;NM_000163
ENSG00000122882;NM_001135752
ENSG00000127311;NM_033647
ENSG00000156469;NM_015942
ENSG00000143437;NM_178426
ENSG00000153283;NM_005816
ENSG00000112655;NM_152880
ENSG00000168692;NM_022573
ENSG00000174233;NM_015270
ENSG00000124067;NM_001145961
ENSG00000167791;NM_031204
ENSG00000214982;NM_003631
ENSG00000203767;XM_001720082
ENSG00000135679;NM_006882
ENSG00000005893;NM_002294
ENSG00000203766;XM_001720082
ENSG00000203769;XM_001720082
ENSG00000168482;XM_002344008
ENSG00000001631;NM_194454
ENSG00000175063;NM_007019
ENSG00000028310;NM_023924
ENSG00000187008;XM_002344913
ENSG00000173599;NM_000920
ENSG00000180535;NM_177455
ENSG00000172155;NM_178352
ENSG00000066427;NM_001127696
ENSG00000150776;NM_018195
ENSG00000196460;NM_001145664
ENSG00000213240;NM_203458
ENSG00000180304;NM_002537
ENSG00000087095;NM_016231
ENSG00000110243;NM_052968
ENSG00000215340;NM_001037804
ENSG00000134042;NM_001127176
ENSG00000130775;NM_001105556
ENSG00000166938;NM_001143688
ENSG00000135070;NM_030940
ENSG00000145337;NM_001042616
ENSG00000103021;NM_014157
ENSG00000100311;NM_033016
ENSG00000166917;XM_001717505
ENSG00000114383;NM_007275
ENSG00000185658;NM_001007246
ENSG00000165995;NM_201590
ENSG00000164691;NM_138810
ENSG00000181191;NM_001032396
ENSG00000164828;NM_001171945
ENSG00000153951;NM_001004707
ENSG00000149742;NM_080866
ENSG00000075043;NM_172109
ENSG00000182150;NM_001010895
ENSG00000165443;NM_032439
ENSG00000108622;NM_001099789
ENSG00000186275;NM_001170755
ENSG00000121940;NM_001048210
ENSG00000159200;NM_203418
ENSG00000004897;NM_001114091
ENSG00000204842;NM_002973
ENSG00000196101;NM_022555
ENSG00000196511;NM_022445
ENSG00000182053;NM_024114
ENSG00000005889;NM_003410
ENSG00000103044;NM_138612
ENSG00000128872;NM_001142885
ENSG00000196644;NM_016334
ENSG00000058272;NM_002480
ENSG00000084072;NM_203456
ENSG00000146828;NM_020246
ENSG00000142449;NM_032447
ENSG00000166226;NM_006431
ENSG00000139209;NM_001143824
ENSG00000215041;NM_001005408
ENSG00000152558;NM_052932
ENSG00000158055;NM_198173
ENSG00000155850;NM_000112
ENSG00000153253;NM_006922
ENSG00000073009;NM_003639
ENSG00000183072;NM_001166176
ENSG00000163344;NM_006556
ENSG00000005421;NM_000446
ENSG00000197837;NM_003543
ENSG00000072518;NM_001039468
ENSG00000135577;NM_002511
ENSG00000157765;NM_006424
ENSG00000136160;NM_001122659
ENSG00000113758;NM_080881
ENSG00000110075;NM_018312
ENSG00000151632;NM_001135241
ENSG00000205362;NM_005946
ENSG00000174428;NM_001003795
ENSG00000126524;NM_016038
ENSG00000119048;NM_003337
ENSG00000137731;NM_001680
ENSG00000179295;NM_002834
ENSG00000153292;NM_153840
ENSG00000138311;NM_014951
ENSG00000187098;NM_000248
ENSG00000188056;NM_198153
ENSG00000137403;NM_018950
ENSG00000198015;NM_172178
ENSG00000175182;NM_144635
ENSG00000167608;NM_001145303
ENSG00000176798;NM_001004755
ENSG00000189064;NM_001474
ENSG00000214860;NM_001145127
ENSG00000162999;NM_080876
ENSG00000172425;NM_001080441
ENSG00000215726;NM_001039577
ENSG00000164830;NM_018002
ENSG00000204334;XM_939141
ENSG00000197839;NM_020978
ENSG00000173250;NM_194251
ENSG00000122420;NM_000959
ENSG00000135392;NM_032364
ENSG00000075043;NM_004518
ENSG00000110075;NM_001164163
ENSG00000106688;NM_004170
ENSG00000184032;NM_181616
ENSG00000151067;NM_001129842
ENSG00000183461;NM_001097597
ENSG00000143620;NM_005227
ENSG00000162946;NM_001164555
ENSG00000119285;NM_018072
ENSG00000106077;NM_001145363
ENSG00000155052;NM_130773
ENSG00000204463;NM_080702
ENSG00000132464;NM_031889
ENSG00000187961;NM_198317
ENSG00000153292;NM_025048
ENSG00000125872;NM_152611
ENSG00000139746;NM_022118
ENSG00000197465;NM_002100
ENSG00000204174;NM_005972
ENSG00000110066;NM_017635
ENSG00000155366;NM_001042678
ENSG00000165698;NM_018956
ENSG00000111678;NM_138425
ENSG00000160179;NM_207627
ENSG00000161853;NM_181842
ENSG00000117308;NM_001127621
ENSG00000178795;NM_182833
ENSG00000110786;NM_001039970
ENSG00000173894;NM_005189
ENSG00000147509;NM_003702
ENSG00000110318;NM_020802
ENSG00000168878;NM_198843
ENSG00000082701;NM_001146156
ENSG00000154040;NM_012189
ENSG00000127922;NM_006304
ENSG00000158220;NM_031913
ENSG00000099817;NM_002695
ENSG00000125414;NM_001100112
ENSG00000144891;NM_032049
ENSG00000124067;NM_001145962
ENSG00000175809;NM_152577
ENSG00000141577;NM_001009811
ENSG00000215419;XM_001714707
ENSG00000127191;NM_021138
ENSG00000204538;NM_014069
ENSG00000178074;NM_153689
ENSG00000116918;NM_005999
ENSG00000185920;NM_001083607
ENSG00000101204;NM_000744
ENSG00000112038;NM_001145281
ENSG00000161533;NM_004035
ENSG00000154582;XM_001724185
ENSG00000104047;NM_001144955
ENSG00000167851;NM_007261
ENSG00000213474;XM_930096
ENSG00000137225;NM_007058
ENSG00000115896;NM_001114661
ENSG00000166452;NM_020642
ENSG00000147381;NM_001011550
ENSG00000219481;NM_001037675
ENSG00000206447;NM_001011700
ENSG00000179119;NM_194285
ENSG00000015520;NM_001101648
ENSG00000164331;NM_023039
ENSG00000124006;NM_015311
ENSG00000161970;NM_000987
ENSG00000205810;NM_007333
ENSG00000206478;NM_003897
ENSG00000187605;NM_144993
ENSG00000004961;NM_005333
ENSG00000182545;NM_001012975
ENSG00000069206;NM_003817
ENSG00000115221;NM_000888
ENSG00000204790;NM_001145356
ENSG00000105173;NM_001238
ENSG00000163312;NM_133636
ENSG00000146063;NM_201627
ENSG00000139496;NM_001008565
ENSG00000101365;NM_006899
ENSG00000141295;NM_138355
ENSG00000142892;NM_005482
ENSG00000082068;NM_018034
ENSG00000179981;NM_005786
ENSG00000205030;NM_001004739
ENSG00000081913;NM_194449
ENSG00000154556;NM_001145674
ENSG00000197024;NM_020781
ENSG00000206023;XM_001720518
ENSG00000124225;NM_199170
ENSG00000159263;NM_005069
ENSG00000204352;NM_001098808
ENSG00000166105;NM_001080407
ENSG00000163528;NM_001098502
ENSG00000165806;NM_033338
ENSG00000156269;NM_032693
ENSG00000067992;NM_001142386
ENSG00000171475;NM_133264
ENSG00000135972;NM_182640
ENSG00000196866;NM_003511
ENSG00000074054;NM_015282
ENSG00000100201;NM_030881
ENSG00000213243;XM_001725461
ENSG00000186470;NM_007047
ENSG00000001630;NM_001146152
ENSG00000135801;NM_001025247
ENSG00000180198;NM_001048195
ENSG00000146376;NM_033515
ENSG00000134594;NM_004794
ENSG00000133107;NM_003306
ENSG00000113361;NM_004932
ENSG00000122507;NM_014451
ENSG00000123505;NM_001634
ENSG00000169035;NM_139277
ENSG00000105939;NM_020119
ENSG00000037965;NM_022658
ENSG00000206047;NM_001042500
ENSG00000149554;NM_001114121
ENSG00000187456;NM_001163124
ENSG00000146250;NM_001170423
ENSG00000205498;XM_001725886
ENSG00000147439;NM_018688
ENSG00000021852;NM_000066
ENSG00000128928;NM_001159508
ENSG00000169248;NM_005409
ENSG00000169194;NM_002188
ENSG00000185251;XM_001716356
ENSG00000205916;NM_020364
ENSG00000109180;NM_001079839
ENSG00000133641;NM_001009894
ENSG00000204877;NM_033059
ENSG00000176876;XM_001714577
ENSG00000205580;XM_002344329
ENSG00000217897;XM_001726790
ENSG00000138593;NM_014701
ENSG00000132938;NM_015233
ENSG00000122674;NM_015622
ENSG00000186787;NM_001006682
ENSG00000023902;NM_016274
ENSG00000198632;NM_001129851
ENSG00000203981;NM_001080139
ENSG00000206433;NM_205839
ENSG00000197914;NM_003543
ENSG00000176909;NM_001130915
ENSG00000019169;NM_006770
ENSG00000103168;NM_139353
ENSG00000136811;NM_002540
ENSG00000138380;NM_024744
ENSG00000203978;NM_001080139
ENSG00000203977;NM_001080139
ENSG00000184056;NM_018668
ENSG00000073050;NM_006297
ENSG00000203976;NM_001080139
ENSG00000144827;NM_018394
ENSG00000203975;NM_001080139
ENSG00000176876;XM_001722760
ENSG00000109047;NM_002903
ENSG00000215725;NM_001127229
ENSG00000204880;NM_033059
ENSG00000117322;NM_001006658
ENSG00000203979;NM_001080139
ENSG00000206561;NM_005677
ENSG00000198518;NM_003538
ENSG00000184489;NM_007079
ENSG00000198160;NM_001146111
ENSG00000144455;NM_182760
ENSG00000104529;NM_001960
ENSG00000079387;NM_014554
ENSG00000118513;NM_001161656
ENSG00000157404;XM_936229
ENSG00000175826;NM_015343
ENSG00000133392;NM_002474
ENSG00000166770;XM_001725553
ENSG00000105953;NM_002541
ENSG00000163743;NM_001009922
ENSG00000145777;NM_033035
ENSG00000172938;NM_198923
ENSG00000153558;NM_001171713
ENSG00000134201;NM_000851
ENSG00000172457;NM_001005284
ENSG00000062725;NM_006380
ENSG00000131236;NM_006367
ENSG00000118762;NM_000297
ENSG00000185519;NM_182623
ENSG00000070748;NM_020549
ENSG00000144468;NM_001167608
ENSG00000006025;NM_145798
ENSG00000176697;NM_001143815
ENSG00000144191;NM_001079878
ENSG00000105705;NM_172231
ENSG00000217977;NM_001040663
ENSG00000116977;NM_201543
ENSG00000084072;NM_203457
ENSG00000183558;NM_001040874
ENSG00000153820;NM_001142644
ENSG00000182195;NM_012317
ENSG00000164591;NM_133371
ENSG00000185742;NM_207645
ENSG00000205220;NM_002801
ENSG00000197910;NM_001137556
ENSG00000139287;NM_173353
ENSG00000086848;NM_024740
ENSG00000176281;NM_001005483
ENSG00000109670;NM_018315
ENSG00000120669;NM_001144982
ENSG00000198558;NM_001034077
ENSG00000172116;NM_172213
ENSG00000067445;NM_016157
ENSG00000171189;NM_000830
ENSG00000035862;NM_003255
ENSG00000121335;NM_199353
ENSG00000168477;NM_032470
ENSG00000101844;NM_178270
ENSG00000204501;NM_001098376
ENSG00000006576;NM_001127360
ENSG00000182473;NM_015219
ENSG00000152556;NM_001166687
ENSG00000198558;NM_003538
ENSG00000118515;NM_001143678
ENSG00000111653;NM_001127584
ENSG00000164181;NM_001104558
ENSG00000100938;NM_001002001
ENSG00000164972;NM_147169
ENSG00000132507;NM_001143762
ENSG00000188438;XM_001720802
ENSG00000135919;NM_001136530
ENSG00000107815;NM_001163812
ENSG00000136541;NM_020711
ENSG00000197496;NM_030777
ENSG00000169894;XM_001725354
ENSG00000172508;NM_001166222
ENSG00000186860;NM_031964
ENSG00000128699;NM_016467
ENSG00000158578;NM_000032
ENSG00000120992;NM_006330
ENSG00000164197;NM_001113561
ENSG00000129493;NM_015473
ENSG00000204513;NM_001098376
ENSG00000189162;NM_000515
ENSG00000002919;NM_152244
ENSG00000215269;NM_001098412
ENSG00000082126;NM_033066
ENSG00000124491;NM_000129
ENSG00000095066;NM_001100176
ENSG00000114770;NM_001023587
ENSG00000217738;XM_002343798
ENSG00000110400;NM_002855
ENSG00000163735;NM_002994
ENSG00000155542;NM_001171990
ENSG00000169241;NM_001122839
ENSG00000198431;XM_001725871
ENSG00000138594;NM_014547
ENSG00000116898;NM_031280
ENSG00000204490;NM_000594
ENSG00000127423;NM_024037
ENSG00000222014;XM_001723908
ENSG00000213163;NM_001014450
ENSG00000138650;NM_020815
ENSG00000104055;NM_004245
ENSG00000148219;NM_014010
ENSG00000166289;NM_024310
ENSG00000147138;NM_032553
ENSG00000184227;NM_001037161
ENSG00000127084;NM_033086
ENSG00000105619;NM_013342
ENSG00000182087;NM_001033026
ENSG00000034152;NM_145109
ENSG00000159723;NM_007316
ENSG00000169750;NM_005052
ENSG00000074603;NM_197961
ENSG00000205505;XM_002344329
ENSG00000138814;NM_000944
ENSG00000205506;XM_002344329
ENSG00000214129;XM_001723407
ENSG00000168913;NM_198573
ENSG00000205508;XM_002344329
ENSG00000166404;NM_005024
ENSG00000125522;NM_005286
ENSG00000168003;NM_001012664
ENSG00000183675;NM_001042393
ENSG00000198518;NM_001034077
ENSG00000158113;NM_001098519
ENSG00000099256;NM_020200
ENSG00000187522;NM_016299
ENSG00000089692;NM_002286
ENSG00000134250;NM_024408
ENSG00000164659;NM_152748
ENSG00000140025;NM_145231
ENSG00000180822;NM_001128591
ENSG00000012822;NM_020898
ENSG00000186831;NM_000422
ENSG00000174667;NM_001005191
ENSG00000086061;NM_001539
ENSG00000165630;NM_003675
ENSG00000132570;NM_032151
ENSG00000025434;NM_001130102
ENSG00000205509;XM_002344329
ENSG00000164690;NM_000193
ENSG00000136720;NM_004807
ENSG00000157601;NM_001144925
ENSG00000034053;NM_001130414
ENSG00000183461;NM_001097605
ENSG00000081853;NM_032406
ENSG00000125691;NM_000978
ENSG00000178067;XM_001720082
ENSG00000110169;NM_000613
ENSG00000183283;NM_001136268
ENSG00000203971;XM_001723509
ENSG00000181984;NM_001012452
ENSG00000215277;XM_001717132
ENSG00000100784;NM_182398
ENSG00000205944;NM_020364
ENSG00000222045;NM_021723
ENSG00000222014;NM_198896
ENSG00000165006;NM_016525
ENSG00000149328;NM_138342
ENSG00000173113;XM_001723285
ENSG00000157514;NM_015124
ENSG00000176697;NM_170733
ENSG00000166436;NM_014818
ENSG00000100664;NM_001969
ENSG00000188605;XM_001715369
ENSG00000155876;NM_006570
ENSG00000179571;NM_001037675
ENSG00000176641;NM_173557
ENSG00000154928;NM_004441
ENSG00000183230;NM_001127384
ENSG00000065357;NM_201445
ENSG00000175334;XM_001719845
ENSG00000185585;NM_182487
ENSG00000188626;XM_002343337
ENSG00000070882;NM_145322
