ANALYSENR	LABORNR	RAUMSCHLUESSEL	LAND	FUNDORT	FUNDPLATZ	ORTNR	LAENGENGRAD	BREITENGRAD	MUSEUM	ZEITSTUFE	KULTUR	C14DATIERUNG	OBJEKTTYP	OBJEKT	VCU	CU	VSN	SN	VPB	PB	VAS	AS	VSB	SB	VAG	AG	VNI	NI	VBI	BI	VAU	AU	VZN	ZN	VCO	CO	VFE	FE	GEWICHT	DOPPELANALYSE
357	00321	66	D	Staudham	Depot	5004	12.167	48.050	München, Stslg. H.V.2230	4			705	Zungenbarren		0	1	0	1	0		2		0.1	6	0.01		1.1	1	0	0	0		0	2	0		0.2		
358	00322	66	D	Staudham	Depot	5004	12.167	48.050	München, Stslg. H.V.2230	4			705	Zungenbarren		0		0		0.05		2		0.06	6	0.01		0.14	9	0.01	0	0		0	2	0		0.5		
359	00323	66	D	Staudham	Depot	5004	12.167	48.050	München, Stslg. H.V.2230	4			705	Zungenbarren		0		0	1	0		1.9		0.09	6	0.01		0.5	1	0	0	0		0	0	0		0.1		
360	00324	66	D	Staudham	Depot	5004	12.167	48.050	München, Stslg. H.V.2230	4			705	Zungenbarren		0		0	6	0.05		1.85		0.05	6	0.01		0.23	1	0	0	0		0	0	0		0.1		
361	00325	66	D	Staudham	Depot	5004	12.167	48.050	München, Stslg. H.V.2230	4			705	Zungenbarren		0	1	0	6	0.05		1.3		0.5	6	0.01		0.24	9	0.01	0	0		0		0		0.3		
362	00479	62	D	Steinfurth, Stadt Bad Nauheim, Wetteraukreis	Einzf.	5024	9.583	49.700	Darmstadt 1950:115	25			104	Flachbeil, dünnackig, trapezf., Form Erpolzheim		0		0		0.07	9	0.005		0.05		0.09		0.04	6	0.01		0		0		0		0		* 105
363	00127	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			403	Ösenhalsring		0	1	0		0.01		1.05		0.83		0.45	1	0.001	7	0.1	0	0		0		0	6	0.01		
364	00128	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			403	Ösenhalsring		0		0		0		1		1.2		0.4	1	0.001	7	0.1	0	0		0		0		0		
365	00129	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			403	Ösenhalsring		0		0		0		0.94		1.3		0.5	1	0.001	7	0.1	0	0		0		0		0		
366	00151	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			603	Rollennadel m. ellipt. Kopfplatte		0		0		0.35		0.63		0.4		0.5		0.3		0.02		0		0		0		0		
367	00152	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			603	Rollennadel m. ellipt. Kopfplatte		0		0.06		0.31		0.95		0.64		0.4	1	0.001		0.01		0		0		0	6	0.01		
368	00153	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			603	Rollennadel m. ellipt. Kopfplatte		0		0	6	0.01		0.5		0.84		0.4	1	0.001	9	0.1		0		0		0		0.01		
369	00154	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			604	Rollennadel m. ellipt. Kopfplatte		0	1	0		0.01		0.25		0.4		0.38		0.5		0.03		0		0		0		0.03		
370	00155	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			603	Rollennadel m. ellipt. Kopfplatte		0		0		0.04		0.23		0.45		0.2	6	0.1		0.001	0	0		0		0		0		
371	00183	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			513	Schmuckscheibe		0	9	0.03	6	0.01		0.64		0.91		0.67		0.17		0.02		0		0		0		0.05		
372	00184	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			416	Spiralring		0		0.03	1	0		0.88		0.9		0.7	9	0.01		0.01	0	0		0		0		0		
373	00194	66	D	Straubing, 'Alburger Hochweg'	Depot	5075	12.567	48.867	Straubing 1229-1246	3			417	Spiralröhrchen		0		0		0.9		0.42		2		0.6		0.09	9	0.1		0		0		0		0		
374	00117	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0		0	9	0.01		1.85		1.15		0.45	1	0.001	7	0.1	0	0		0		0	1	0		
375	00119	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0		0		0		1.5		0.78		0.4	1	0.001	7	0.1	0	0		0		0		0.01		
376	00124	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0		0.05	9	0.03		1.8		1.3		0.4	1	0.001	7	0.1	0	0		0		0		0		
377	00126	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0	6	0.01		0		0.1		0		0.02		0.35		0.001		0		0		0		0.05		
378	00125	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0	1	0	9	0.02		0.07		0.4		0.01		0.15	9	0.01	0	0		0		0		0.2		
379	00123	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0	1	0		0		0.07		0		0.01		0.15		0	0	0		0		0	6	0.01		
380	00122	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0		0		0		0.08		0.05	1	0		0.15		0		0		0		0		0.03		
381	00121	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0	1	0	9	0.02		0.07		0.04		0.01		0.15		0.01	0	0		0		0		0.15		
382	00120	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0	1	0	9	0.03	1	0		0.15		0.02		0.1	9	0.01	0	0		0		0		0.35		
383	00118	66	D	Straubing, 'Jungmeier'	Depot	5077	12.583	48.850	Straubing 1799	3			702	Ösenringbarren		0	1	0	9	0.01		0.14		0.04		0.02		0.25	9	0.001	0	0		0	2	0		0.03		
384	00181	66	D	Straubing, 'Jungmeier'	Grab 2	5077	12.583	48.850	Straubing 2101-2222	3			605	Schleifennadel mit ellipt. Kopfplatte		0	6	0.01		0		0.78		0.77		0.6		1.45		0.004	2	0		0	2	0		0.07		
385	00175	66	D	Straubing, 'Jungmeier'	Grab 8	5077	12.583	48.850	Straubing 2101-2222	3			610	Rollennadel		0		0.25		0.09		0.83		1.2		0.45		2.5		0.002		0	1	0	2	0		0.08		
386	00165	66	D	Straubing, 'Jungmeier'	Grab 8	5077	12.583	48.850	Straubing 2101-2222	3			212	Dolchklinge mit eingez. Griffplatte		0		0.23		0.03		0.4		0.4		0.5		1.7		0.002		0		0	2	0		0.07		
387	00180	66	D	Straubing, 'Jungmeier'	Grab 10	5077	12.583	48.850	Straubing 2101-2222	3			605	Schleifennadel mit ellipt. Kopfplatte		0	1	0	1	0		1.2		1.1		0.66		0.05		0.09		0		0		0		0		
388	00174	66	D	Straubing, 'Jungmeier'	Grab 17	5077	12.583	48.850	Straubing 2101-2222	3			607	Schleifennadel, cyprisch		0		0.1		0		0.4		0.62	7	1		0.08	7	0.1		0		0		0	9	0.01		
389	00214	66	D	Straubing, 'Jungmeier'	Grab 17	5077	12.583	48.850	Straubing 2101-2222	3			410	Armstulpe		0		0.03		0		1.6		1.45	7	1	1	0.001	7	0.1		0		0		0	1	0		
390	00178	66	D	Straubing, 'Jungmeier'	Grab 19	5077	12.583	48.850	Straubing 2101-2222	3			615	Ösenkopfnadel		0		8.6		0.72		0.3		0.88	9	1		0.1	7	0.1		0		0		0	1	0		
391	00179	66	D	Straubing, 'Jungmeier'	Grab 20	5077	12.583	48.850	Straubing 2101-2222	3			605	Schleifennadel m. ellipt. Kopfplatte		0	6	0.01	1	0		0.87		0.35		0.4		0.03		0.002	0	0	9	0.1		0		0.11		
392	00135	66	D	Straubing, 'Jungmeier'	Grab 20	5077	12.583	48.850	Straubing 2101-2222	3			403	Ösenhalsring		0		0.01	1	0		0.2		0.6	7	1		0.08	7	0.1		0		0		0	1	0		
393	00192	66	D	Straubing, 'Jungmeier'	Grab 20	5077	12.583	48.850	Straubing 2101-2222	3			519	Spiraltutulus		0	1	0		0		0.2		0.65	7	1	1	0.001		0.009		0	1	0		0	1	0		
394	00193	66	D	Straubing, 'Jungmeier'	Grab 22	5077	12.583	48.850	Straubing 2101-2222	3			413	Noppenring		0		0		0		0.35		1.3		0.5		0.001		0.001		0		0		0		0		
395	00136	66	D	Straubing, 'Jungmeier'	Grab 23	5077	12.583	48.850	Straubing 2101-2222	3			403	Ösenhalsring		0		0.06		0		1.5		1.6		0.45	1	0.001	7	0.1	0	0		0		0	6	0.01		
396	00156	66	D	Straubing, 'Jungmeier'	Grab 27	5077	12.583	48.850	Straubing 2101-2222	3			604	Scheibennadel, verz.		0		0	1	0		0.57		0.77		0.52		0.08		0.05		0		0		0		0		
397	00167	66	D	Straubing, 'Jungmeier'	Grab 28	5077	12.583	48.850	Straubing 2101-2222	3			212	Dolch		0		3.8		0		0.25		0.54		0.42		0.08		0.05	0	0		0		0		0		
398	00170	66	D	Straubing, 'Jungmeier'	Grab 29	5077	12.583	48.850	Straubing 2101-2222	3			212	Dolch		0		5		0.37		0.51		0.32		0.22		0.2		0.006		0		0		0		0.01		
399	00176	66	D	Straubing, 'Heerstr.'	Grab oder Dep.	5076	12.617	48.883	Straubing	4			616	Kugelkopfnadel		0		3.3	6	0.01		0.07		0.07		0.01		0.6		0.003		0	1	0		0	9	0.5		
400	00106	66	D	Mariaposching, Kr. Straubing-Bogen	Depot	5079	12.833	48.817	Straubing 1217	4			704	Spangenbarren		0		1.75	8	5		1.15	9	5	7	1		1.4		0.003		0		0		0	9	0.1		* 107
401	00107	66	D	Mariaposching, Kr. Straubing-Bogen	Depot	5079	12.833	48.817	Straubing 1217	4			704	Spangenbarren		0		0	6	0.01		1.2		3.7	7	1		0.001	7	0.1		0		0		0	9	0.01		
402	00108	66	D	Mariaposching, Kr. Straubing-Bogen	Depot	5079	12.833	48.817	Straubing 1217	4			704	Spangenbarren		0		0.15	8	5		1.1	7	6	7	1		0.15	7	0.1		0		0		0		0.01		* 109
403	00160	66	D	Straubing, 'Ortler'	Grab 1	5078	12.600	48.867	Straubing 1181-1200	3			513	Zierscheibe		0	6	0.01		0.01		0.39		1.7		0.55		0.1		0.01	0	0		0		0	6	0.01		
404	00161	66	D	Straubing, 'Ortler'	Grab 1	5078	12.600	48.867	Straubing 1181-1200	3			503	Blechröhrchen		0		0.3	1	0		0.25		0.724	9	1		0.001		0.003		0		0		0		0		
405	00162	66	D	Straubing, 'Ortler'	Grab 1	5078	12.600	48.867	Straubing 1181-1200	3			519	Spiraltutulus		0		1.95		0.1		0.35		0.76		0.5		0.24	1	0		0		0		0		0		
406	00163	66	D	Straubing, 'Ortler'	Grab 1	5078	12.600	48.867	Straubing 1181-1200	3			413	Noppenring		0		0		0		0.56		1.6		0.6		0.001	9	0.01		0		0		0		0		
407	00164	66	D	Straubing, 'Ortler'	Grab 1	5078	12.600	48.867	Straubing 1181-1200	3			417	Spiralrolle		0		0		0		1.08		0.2		0.5		0.001		0	0	0	1	0		0		0		
408	00177	66	D	Straubing, 'Ortler'	Grab 1	5078	12.600	48.867	Straubing 1181-1200	3			603	Scheibennadel m. ellipt. Kopfplatte		0	1	0	1	0	9	2	9	2.2		0.6		0.3		0.06		0	1	0		0		0.06		
409	00130	66	D	Straubing, 'Ortler'	Grab 2	5078	12.600	48.867	Straubing 1181-1200	3			403	Ösenhalsring		0		0.04	9	0.01		1.35		0.6		0.4		0.35		0.01	0	0		0		0		0		
410	00159	66	D	Straubing, 'Ortler'	Grab 2	5078	12.600	48.867	Straubing 1181-1200	3			503	Blechröhrchen		0	1	0		0.03		0.28		1.05		0.35		0.1		0.01	0	0		0		0	6	0.01		
411	00131	66	D	Straubing, 'Ortler'	Grab 6	5078	12.600	48.867	Straubing 1181-1200	3			403	Ösenhalsring		0		0	1	0		1.2		1.15	9	1	1	0.001	7	0.1		0		0		0	6	0.01		
412	00186	66	D	Straubing, 'Ortler'	Grab 6	5078	12.600	48.867	Straubing 1181-1200	3			519	Spiraltutulus		0		0.03	1	0		0.4		0.9	9	1		0.28	7	0.1		0		0		0		0		
413	00187	66	D	Straubing, 'Ortler'	Grab 6	5078	12.600	48.867	Straubing 1181-1200	3			503	Blechröhrchen		0		0		0.02		1.75		2.6		0.8		0.05	7	0.1		0		0		0	6	0.01		
414	00157	66	D	Straubing, 'Ortler'	Grab 12	5078	12.600	48.867	Straubing 1181-1200	3			403	Ösenhalsring, Fragment		0	6	0.01		0.6		0.55		1.4		0.3		0.15	9	0.01	0	0	1	0		0		0.1		
415	00171	66	D	Straubing, 'Ortler'	Grab 12	5078	12.600	48.867	Straubing 1181-1200	3			603	Rollennadel m. ellipt. Kopfplatte		0	1	0		0.01		1.05		1.5		0.65		0.2		0.07		0		0		0		0.04		
416	00185	66	D	Straubing, 'Ortler'	Grab 12	5078	12.600	48.867	Straubing 1181-1200	3			413	Noppenring		0		0		0.02		0.56		1.2		0.6	1	0.001		0.01		0		0		0		0		
417	00188	66	D	Straubing, 'Ortler'	Grab 12	5078	12.600	48.867	Straubing 1181-1200	3			513	Zierscheibe		0	1	0	6	0.01		0.55		1.1		0.69	6	0.02		0.09	2	0		0		0		0.09		
418	00189	66	D	Straubing, 'Ortler'	Grab 12	5078	12.600	48.867	Straubing 1181-1200	3			518	Blechtutulus		0	1	0		0	6	0.1	6	0.1	7	0.5	1	0.001	7	0.01		0		0		0	6	0.1		
419	00132	66	D	Straubing, 'Ortler'	Grab 13	5078	12.600	48.867	Straubing 1181-1200	3			403	Ösenhalsring		0		0.03		0		1.8		1.15		0.8	1	0.001	7	0.1		0		0		0	6	0.01		
420	00172	66	D	Straubing, 'Ortler'	Grab 13	5078	12.600	48.867	Straubing 1181-1200	3			610	Rollennadel		0		0.01	1	0		0.8		1.9		0.45		0.3		0.08		0		0		0		0.02		
421	00173	66	D	Straubing, 'Ortler'	Grab 13	5078	12.600	48.867	Straubing 1181-1200	3			603	Rollennadel m. ellipt. Kopfplatte		0		0.29		0.03		0.41		0.7		0.55		1.2		0.006		0		0	2	0		0.04		
422	00168	66	D	Straubing, 'Ortler'	Grab 14	5078	12.600	48.867	Straubing 1181-1200	3			212	Dolchklinge, klein, 2 Niete		0		0.01		0.2		2.4		0.83		0.43		1.15		0.07		0		0	2	0		0.12		
423	00169	66	D	Straubing, 'Ortler'	Grab 14	5078	12.600	48.867	Straubing 1181-1200	3			806	Pfriem mit Mittelschwellung		0		0		0.02		3		2		0.65		0.2		0.1		0		0.15		0		0.05		
424	00133	66	D	Straubing, 'Ortler'	Grab 16	5078	12.600	48.867	Straubing 1181-1200	3			403	Ösenhalsring mit umwickelten Enden		0		0		0		1.25		1.2		0.4	1	0.001	7	0.1		0		0		0		0		
425	00190	66	D	Straubing, 'Ortler'	Grab 16	5078	12.600	48.867	Straubing 1181-1200	3			503	Bronzeröhrchen		0		0		0.14		1		1.1		0.6		0.001		0.01		0		0		0		0		
426	00191	66	D	Straubing, 'Ortler'	Grab 16	5078	12.600	48.867	Straubing 1181-1200	3			519	Spiraltutulus		0		0.03		0		0.1		0.7	9	1		0.26	7	0.1		0		0		0		0		
427	00134	66	D	Straubing, 'Ortler'	Grab 17	5078	12.600	48.867	Straubing 1181-1200	3			407	Armring mit Spitzenden		0	9	12		0		0.02		0.01	1	0		0.1		0	0	0		0		0		0		
428	00182	66	D	Straubing, 'Ortler'	Grab 17	5078	12.600	48.867	Straubing 1181-1200	3			615	Ösenkopfnadel		0		11	6	0.01		0.65		1.6	9	1		0.18	7	0.1		0		0		0	9	0.01		* 111
429	00166	66	D	Straubing, 'Ortler'	Grab 19	5078	12.600	48.867	Straubing 1181-1200	3			212	Dolchklinge		0		1.3		0.15		0.63		1.35	7	1		0.2	7	0.1		0		0		0		0		
430	00109	66	D	Salching, Kr. Straubing-Bogen	Depot	5080	12.567	48.783	Straubing 1222	3			702	Ösenringbarren		0		0	1	0		1.25		1.2	7	1	1	0.001	7	0.1		0		0		0		0		
431	00110	66	D	Salching, Kr. Straubing-Bogen	Depot	5080	12.567	48.783	Straubing 1222	3			702	Ösenringbarren		0		0		0		1.3		1.1	7	1		0.06	7	0.1		0		0		0	1	0		
432	00111	66	D	Salching, Kr. Straubing-Bogen	Depot	5080	12.567	48.783	Straubing 1222	3			702	Ösenringbarren		0	1	0		0		2.3		1.45		0.45	1	0.001	7	0.1		0		0		0		0		
433	00112	66	D	Salching, Kr. Straubing-Bogen	Depot	5080	12.567	48.783	Straubing 1222	3			702	Ösenringbarren		0		0		0		1.7		1.7		0.5		0.001	7	0.1	0	0		0		0		0		
434	00113	66	D	Salching, Kr. Straubing-Bogen	Depot	5080	12.567	48.783	Straubing 1222	3			702	Ösenringbarren		0		0	1	0		1.5		1.4		0.4	1	0.001	7	0.1	0	0		0		0	6	0.01		
435	00137	66	D	Schambach, Kr. Straubing	Grab	4569	12.700	48.850	Straubing 1223-28	3			403	Ösenhalsring		0		0		0		1.1		1.15	9	1	1	0.001	7	0.1		0		0		0	1	0		
436	00496	66	D	Schambach, Kr. Straubing	Grab	4569	12.700	48.850	Straubing 1223-28	3			604	Scheibenkopfnadel, verz.		0	9	0.1		0		0.61		0.6		0.62	6	0.04		0.06		0		0		0		0		
437	00150	66	D	Schambach, Kr. Straubing	Grab	4569	12.700	48.850	Straubing 1223-28	3			604	Scheibennadel, verz.		0		0	1	0		0.76		0.45		0.45		0.002		0.06		0		0		0		0.04		
438	00158	66	D	Schambach, Kr. Straubing	Grab	4569	12.700	48.850	Straubing 1223-28	3			503	Blechröhrchen		0		0.01		0		0.1		0.55	7	1		0.3	9	0.1		0		0		0	1	0		
439	00276	66	D	Unterwössen, Kr. Traunstein	Dep. II	5505	12.467	47.733	München, Stslg. H.V. 36	3			702	Ösenringbarren		0	1	0		0		0.03		0.02	6	0.04	9	0.01	1	0	0	0		0		0		0.07		* 113
440	00060	62	D	Vaihingen, Kr. Ludwigsburg	Depot	5534	8.967	48.933	Stuttgart, WLM 2267a	4			111	Randleistenbeil, Typ Langquaid II, Var. D		0		7.3		0		0.6		0.05		0.02		0.43		0		0		0		0		0.07		
441	00061	62	D	Vaihingen, Kr. Ludwigsburg	Depot	5534	8.967	48.933	Stuttgart, WLM 2267b	4			111	Randleistenbeil, Typ Langquaid, Var. D		0		5.5		0		0.81		0.05		0.08		0.53	1	0		0		0		0		0.02		
442	00062	62	D	Vaihingen, Kr. Ludwigsburg	Depot	5534	8.967	48.933	Stuttgart, WLM 2267c	4			111	Randleistenbeil, Typ Langquaid, Var. D		0		6		0		0.81		0.06		0.09		0.53	1	0		0		0		0		0.03		
443	00063	62	D	Vaihingen, Kr. Ludwigsburg	Depot	5534	8.967	48.933	Stuttgart, WLM 2267d	4			111	Randleistenbeil, Typ Langquaid, Var. D		0		9		0.02		0.6		0.03		0.02		0.45	6	0.001		0		0		0		0.04		
444	00064	62	D	Vaihingen, Kr. Ludwigsburg	Depot	5534	8.967	48.933	Stuttgart, WLM 2267e	4			111	Randleistenbeil, Typ Langquaid, Var. D		0		7.6		0.02		0.5		0.06		0.03		0.17	9	0.002	1	0		0	1	0		0.1		
445	00229	62	D	Veringenstadt, Kr. Sigmaringen	Grab 2	5624	9.233	48.167	Tübingen, LDA	3			518	Blechtutulus		0		0	1	0		0.72		1.3	7	1.5		0.001	9	0.02		0		0		0	6	0.01		
446	00230	62	D	Veringenstadt, Kr. Sigmaringen	HockerGrab in Steinpackung	5624	9.233	48.167	Tübingen, LDA	3			409	Armspirale mit 4 Windungen		0		0		0.5		0.94		2.3	7	1.5		0.7	9	0.1		0	1	0	2	0	6	0.01		
447	00291	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		0		0		1.45		2.75		0.52	6	0.01	9	0.1	0	0		0		0		0		
448	00292	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		1.05		0		0.05		0.03	6	0.04		0.05		0	0	0		0		0		0		
449	00293	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		2.4	6	0.1		0.24		0.04	6	0.04		0.05		0.001	0	0		0	0	0		0.13		
450	00294	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0	1	0		0		1.85		1.6		0.57		0.001	9	0.1	0	0		0		0		0		
451	00295	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0	9	0.5	6	0.1		0.49		0.36	6	0.04	6	0.01	9	0.001	0	0		0	0	0		0.17		
452	00296	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		0		0		3.5		1.75		0.7		0.001	7	0.1	0	0		0		0		0		
453	00297	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		0		0		3.3		1.15		0.6		0.001	7	0.1	0	0		0		0	1	0		
454	00298	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		0		0		3		1.15		0.61		0.001	7	0.1	0	0		0		0	1	0		
455	00299	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0		0		0		1.25		1.4		0.5		0.001	7	0.1		0		0		0		0		
456	00300	66	D	Waging, Kr. Traunstein	Dep. 1902	5784	12.750	47.933	München, Stslg. 13/1	4			704	Spangenbarren		0	1	0		0.1		3.3		0.19		0.6	9	3		0.01	0	0		0	1	0		0.06		
457	00814	62	D	Waldhölzbach (Saarland)	?	5788	6.767	49.550	Saarbrücken	4			704	Spangenbarren		0	9	0.03		1.18	9	0.009		0.12	1	0		0.001	9	0.001		0		0		0		0		
458	00079	62	D	Weiler Haid, Kr. Reutlingen	Grabhügelfund	5809	9.217	48.500	Stuttgart, WLM A 1163	4			612	Dreiarmnadel mit durchbohrtem Hals		0	9	14		0.02		0.1		0.06		0.02		0.48	6	0.001	0	0		0		0		0.2		
459	00080	62	D	Weiler Haid, Kr. Reutlingen	Grabhügelfund	5809	9.217	48.500	Stuttgart, WLM A 1163	4			612	Dreiarmnadel		0		5.9		0.01		0.11		0.04		0.03		0.48		0.004		0		0	1	0	6	0.01		
460	00100	66	D	Weillohe, Gem. Thalmassing, Kr. Regensburg	aus verschleiftem Grabhügel?	5810	11.217	49.083	Regensburg A 730	4			616	Kugelkopfnadel, großer Kopf, Schaft gerieft		0		4.4	6	0.01		0.83		0.03		0.02		0.5		0.001		0		0	2	0		0.06		
461	00101	66	D	Weillohe, Gem. Thalmassing, Kr. Regensburg	aus verschleiftem Grabhügel?	5810	11.217	49.083	Regensburg A 730	4			616	Kugelkopfnadel, kl. Kopf, Schaft leicht gewellt		0		8.8		0.002		0.3		0.11		0.02		0.7		0.001		0		0	2	0		0.17		
462	00396	62	D	Worms, 'Weinsheimer Zollhaus'	Grabfund?	5812	7.767	49.833	Worms 28	3			212	Dolchklinge m. 2 Nieten u. eingez. Griffans.		0		0.9		0.04		0.8		1.95		1		1.4		0.005		0		0	1	0		0		
463	00397	62	D	Worms, 'Weinsheimer Zollhaus'	Grabfund?	5812	7.767	49.833	Worms 557	3			610	Rollennadel mit säbelförmigem Schaft		0	1	0		0.1		0.52		2.15		0.96		1.31		0.001		0		0		0		0.08		
464	00815	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			207	Kopfstück		0		11.2		0.18		1.02		0.87		0.47		0.001		0.088		0		0	1	0		0		
465	00816	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			207	Schaft		0		11.21		0.52		1.5		1.55		1.26		0.047		0.27		0		0		0		0		
466	00817	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			207	Überfanggußmaterial Dolchstab (3 An.)		0		11.21		0.1		1.62		1.6		1.2	9	0.06		0.37		0		0		0		0		
467	00818	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			207	Knauf		0		8.7		0		0.68		0.64		0.64		0.07		0.062		0		0		0		0		
468	00819	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			207	Schaft		0		7.6		0		0.7		0.58		0.58	1	0.001		0.066		0		0		0		0		
469	00820	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			210	Klinge		0		11		0.2		0.86		1.18		0.93		0.05		0.088		0		0		0		0		
470	00821	103	D	Welbsleben, Kr. Hettst.b.Halle	Depot	5818	11.417	51.733	Privbes.	3			226	Stabdolchklinge		0		9.35		0		0.6		0.1		0		0.001	9	0.001		0		0		0		0		
471	00221	62	D	Welschingen, Kr.Konstanz	Einzelf.?	5819	8.750	47.817	Donaueschingen Do 608	3			615	Ösenkopfnadel		0		9.8		0		0.1		0.02		0		0.09	6	0.001		0		0		0	1	0		
472	00394	62	D	Westhofen, Kr. Worms	Grab 4	5829	8.250	49.700	Worms 14a	3			610	Rollennadel mit trapezf. Kopfplatte		0		0.01		0.08		0.58		3.7		1.5		1.65		0.001		0		0	1	0		0.04		
473	00395	62	D	Westhofen, Kr. Worms	Grab 20	5829	8.250	49.700	Worms 15c	3			806	Pfriem mit Mittelschwellung		0		1.1		0		0.52		0.02		0.01		0.03	9	0.003		0		0		0		0		
474	00350	66	D	Wiechs, Gem. Götting, Kr. Bad Aibling	Grab	5838	12.017	47.750	München, Stslg. 1943, 3	4			616	Kugelkopfnadel		0	8	10		0		0.18		0.04		0.03		0.78	1	0		0		0		0	6	0.01		* 115
475	00351	66	D	Wiechs, Gem. Götting, Kr. Bad Aibling	Grab	5838	12.017	47.750	München, Stslg. 1943, 3	4			616	Kugelkopfnadel		0		7.5		0		0.21		0.11		0.15		0.62	9	0.007		0		0		0		0		
476	00352	66	D	Wiechs, Gem. Götting, Kr. Bad Aibling	Grab	5838	12.017	47.750	München, Stslg. 1943, 3	4			519	Kegelförmige Spirale		0		3.1		0.28		1.6		0.44		0.2		0.28	1	0		0		0		0		0		
477	00353	66	D	Wiechs, Gem. Götting, Kr. Bad Aibling	Grab	5838	12.017	47.750	München, Stslg. 1943, 3	4			417	Spiralröhrchen		0		9.6	1	0		0.09		0.03		0.01		0.24		0		0		0		0		0.05		
478	00448	62	D	Wiesloch, Rhein-Neckar-Kreis	aus Grab?	5967	8.700	47.283	Heidelberg	3			212	Dolch mit 9 Nietlöchern		0		0.4		0.06		0.4		3		0.45		0.8	9	0.001	0	0		0		0		0		
479	00803	62	D	Zimmern unter Burg, Zollernalbkr.	Einzelfund	5939	8.583	48.167	Rottweil 9	25			127	Doppelaxt Typ Zabitz		0		0	9	0.02		0.68		0.39	6	0.01	1	0.001		0.004		0		0		0		0.25		*5939
480	00478	62	D	Zipfen im Odenwald	?	5940	8.933	49.833	Darmstadt 1950:114	22			104	Flachbeil		0		0		0		0		0.05		0.23		0.001	6	0.01		0		0		0		0		* 117
