File Name HCC011_K.txt , Type a HCC  normalized	File Name HCC013_K.txt , Type a HCC  normalized	File Name HCC015_WH_KM.txt , Type a HCC  normalized	File Name HCC022_WH_KM.txt , Type a HCC  normalized	File Name HCC025WH.txt , Type a HCC  normalized	File Name HCC031.txt , Type a HCC  normalized	File Name HCC103_WH.txt , Type a HCC  normalized	File Name HCC104.txt , Type a HCC  normalized	File Name HCC105.txt , Type a HCC  normalized	File Name HCC107_WH.txt , Type a HCC  normalized	File Name HCC108.txt , Type a HCC  normalized	File Name HCC114.txt , Type a HCC  normalized	File Name HCC116_K.txt , Type a HCC  normalized	File Name HCC119.txt , Type a HCC  normalized
0.88	1.1	1.77	1.14	1.07	0.92	0.88	0.47	1.13	1.55	1.03	1.55	1.83	1.47
1.45	0.56	1.56	0.65	0.92	1.42	1.07	0.74	0.32	1.2	0.85	0.58	0.52	3.46
1.22	0.54	0.7	3.49	1.25	2.22	1.82	12.25	1.65	0.89	5.99	1.44	1.3	0.44
0.4	0.97	0.94	0.88	0.7	0.6	0.8	0.53	0.69	0.85	0.63	0.8	0.86	0.3
1.19	0.72	1.25	0.77	0.97	0.47	0.36	1.18	0.8	0.86	0.7	1.4	0.83	0.51
0.66	0.8	1.37	1.36	1.29	0.75	0.68	0.53	1.05	0.82	0.92	0.94	1.55	0.31
0.41	0.78	0.81	0.7	1.19	0.3	0.6	0.71	0.62	0.69	0.38	0.31	0.85	0.14
1.9	1.41	1.26	1.44	1.77	1.52	2.43	3.58	0.39	0.98	1.8	2.32	1.61	1.01
1.73	0.27	1.73	0.75	0.28	0.31	0.27	0.36	0.32	1.89	0.89	0.19	0.61	0.8
1.78	0.77	1.4	1.56	0.37	0.42	0.67	0.93	0.47	0.74	0.97	1.18	1.47	0.31
1.35	0.78	1.17	1.69	2.16	2.14	1.29	0.33	1.53	0.89	0.76	1.53	0.74	0.22
0.98	0.81	0.78	1.11	0.83	1.59	1.56	1.02	1.39	0.71	0.35	0.57	0.48	0.88
0.7	0.53	1.04	0.47	0.45	0.72	0.54	0.66	0.72	0.63	0.4	0.44	0.34	0.97
0.56	1.03	0.63	2.23	0.8	1.15	0.92	0.49	0.73	0.76	0.83	0.44	0.3	0.26
1.07	0.94	0.86	0.53	1.05	0.67	0.41	0.35	0.74	1	0.35	0.2	0.64	0.2
3.54	1.61	1.23	0.96	1.82	0.53	3.5	0.76	0.74	2.33	2.16	1.37	3.3	0.74
0.72	1.38	0.81	0.33	0.78	1.3	1.09	2.78	1.64	0.78	1.23	0.76	0.68	1.15
0.71	0.94	1.3	1.01	1.66	3.57	1.03	0.96	1.16	1.59	17.51	0.99	1.8	0.49
0.66	1.4	0.77	0.8	2.37	0.56	0.39	0.68	3.06	0.84	0.68	0.27	1.02	0.26
0.92	0.31	0.44	2.44	1.22	0.32	1.75	0.34	0.86	1.24	1.81	1.12	1.61	0.26
1.07	1.78	0.77	0.63	1.61	1.87	0.79	1.14	2.81	2.18	4.21	0.39	1.25	0.94
0.93	1.32	1.23	1.28	1.2	1.41	1.21	1.1	0.5	2.56	0.97	0.3	3.32	0.22
1.88	0.75	1.36	1.69	0.35	3.18	1.44	0.71	2.01	1.42	1.17	0.75	0.66	0.66
0.42	1.06	1.03	1.02	0.9	1.71	0.46	0.22	0.51	1.25	0.85	0.59	0.52	0.67
0.92	0.65	1.17	0.54	0.68	0.94	0.51	0.85	0.95	1.14	1.04	0.46	1.54	0.4
0.71	0.87	0.99	0.9	1	0.7	0.51	0.36	2.3	0.88	0.69	1.16	0.72	2.82
0.65	1.07	1.54	1.62	1.24	0.82	0.53	0.79	0.28	1.69	0.67	0.45	1.18	0.54
0.94	3.8	0.9	1.9	0.44	1.02	0.83	2.57	1.54	0.61	0.46	1.41	0.4	6.76
1.43	0.68	1.66	1.02	2.15	0.97	0.96	0.63	0.44	1.16	0.56	0.36	1.46	0.45
1.12	0.49	1.34	1.01	1.42	0.74	1.21	1.06	1.7	0.86	0.68	0.62	1.36	0.2
0.91	1.04	1.07	1.22	0.83	0.8	2.35	1.13	2.17	1.45	0.54	0.76	0.94	0.46
0.55	0.47	0.76	0.74	1.03	0.4	0.73	0.62	0.53	0.29	1.06	1.81	1.23	0.2
1.44	0.44	0.76	0.67	1.18	0.93	0.72	0.36	1.66	0.55	0.8	0.62	1.84	1.28
0.56	0.84	1.71	1.22	0.89	0.4	0.68	0.78	0.45	0.65	1.13	0.58	0.55	0.65
2.13	0.32	0.25	0.49	0.68	2.68	0.6	0.55	1.24	0.63	0.67	0.31	0.83	0.36
0.91	0.88	1.14	1.78	1.26	1.42	0.66	0.32	0.43	1.01	1.44	0.83	0.91	0.76
1.54	1.26	1.53	0.98	0.63	0.46	0.79	0.82	0.8	3.15	0.82	1	0.81	0.44
1.64	0.34	0.41	0.37	1.5	0.88	1.15	0.61	1.19	0.43	0.61	1.38	0.89	0.28
0.54	1.04	0.66	0.96	0.27	0.34	0.91	0.79	0.39	0.64	0.42	0.48	1.24	0.16
0.23	0.61	0.98	0.68	1.14	0.85	1.15	0.85	0.9	0.75	0.71	1	0.31	0.44
0.38	1.48	0.4	1.16	1.2	0.56	1.04	1.01	0.76	0.42	1.07	1.68	0.68	0.64
0.65	0.82	0.24	0.37	0.97	0.91	0.77	1.23	1.43	1.24	0.67	0.63	0.54	0.29
1.11	0.54	0.96	0.75	1.18	1.12	0.37	0.64	0.67	1.18	0.34	1.18	0.5	0.41
0.9	0.72	1.11	0.97	1.25	2.3	2.3	1.24	2.46	1.21	2.27	0.79	0.35	2.55
0.76	1.03	0.41	1.05	1.37	0.52	1.6	0.66	1.55	0.91	0.83	1.03	0.35	0.42
0.43	0.45	0.66	0.78	0.8	1.2	0.23	0.67	0.59	0.26	0.47	0.43	0.36	0.32
0.29	0.61	1.1	1.14	0.75	0.48	0.54	2.07	0.44	0.63	0.61	0.28	0.88	0.14
1.35	1.15	0.95	1.2	1.09	1.08	0.46	0.81	1.14	0.46	2.27	0.75	0.98	0.39
0.38	0.77	2.05	1.43	0.8	1.68	1.28	0.72	2.51	1.22	1.24	0.77	1.21	0.4
0.73	1.01	0.78	1.22	1.29	1	0.64	0.52	0.96	0.55	0.7	0.97	0.43	0.36
0.66	0.64	0.76	0.86	1.7	0.64	0.78	0.37	0.91	1.04	0.51	0.5	1.11	0.28
0.9	0.56	0.46	0.4	0.74	0.44	1.04	0.33	0.26	0.55	0.32	0.49	0.79	0.15
1.51	0.83	0.96	0.97	0.77	1.56	1.34	1.35	0.45	1.93	1.2	0.32	0.33	0.97
0.67	0.82	1.36	1.09	1.04	1.15	0.92	0.73	1.24	1.34	0.77	0.27	1.57	0.27
0.43	0.62	0.9	0.85	0.52	1.4	1.54	0.29	1.11	0.39	0.5	0.43	0.57	0.62
0.37	0.79	0.78	1.6	1.26	0.58	1.32	1.33	0.75	0.97	0.5	1.23	1.52	0.4
0.94	0.35	0.76	0.6	0.32	0.67	0.36	1.29	0.3	0.8	1.64	0.25	0.92	0.29
0.71	0.52	1.41	1.5	0.49	1.12	1.62	0.78	0.79	1.39	0.46	4.1	0.37	0.43
2.29	1.62	0.46	0.54	0.56	0.45	1.67	1.34	2.3	0.52	2.18	9.78	0.81	0.35
0.46	0.48	0.37	0.54	0.23	0.5	0.85	0.44	1.1	0.28	0.25	0.34	0.6	0.28
0.63	0.97	0.8	1.6	0.58	0.27	0.92	0.17	0.46	0.45	0.87	0.29	0.65	0.43
1.01	0.56	1.55	0.84	1.54	3.34	0.64	0.61	1.84	2.75	0.58	0.73	1.65	1.4
0.38	0.8	1.5	2.03	1.41	2.91	0.72	0.74	1.01	0.94	1	0.31	0.32	0.26
2.44	0.82	0.92	1.3	1.59	3.83	2.02	0.35	0.51	0.9	2.04	0.42	1.8	0.32
0.63	0.39	0.77	1.59	0.84	0.23	0.75	0.49	0.33	0.53	0.41	0.46	1.68	0.31
2.52	2.17	0.42	1.16	0.42	1.02	1.32	0.8	0.86	0.82	0.74	0.23	0.74	0.49
0.71	1.53	1.31	1.12	1.34	0.64	1.47	0.85	0.31	0.86	1.11	0.55	1.13	1.56
1.71	0.89	3.29	1.39	2.22	1.66	1.46	2.62	3.67	1.89	1.42	0.91	1.84	0.94
1.14	0.63	1.32	0.79	1.64	1.36	0.56	0.48	0.52	2.19	0.36	0.29	1.35	0.24
0.95	0.18	0.73	0.59	0.79	0.8	0.37	0.84	0.61	0.74	0.7	0.22	0.72	0.93
0.82	0.45	2.01	0.28	0.32	0.63	0.7	0.58	1.05	0.96	0.35	0.65	1	0.49
0.72	0.51	1.54	0.97	0.83	0.3	1.34	0.58	0.85	0.82	0.49	1.41	0.74	0.28
0.43	0.19	0.85	0.58	0.68	0.6	1.1	0.59	1.33	0.4	0.53	0.35	0.46	0.27
0.75	0.29	0.9	2.14	0.37	0.87	1.1	0.83	0.78	1.24	0.38	0.6	0.6	0.63
1.45	1.02	1.36	1.15	0.42	1.46	1.17	1.18	1.75	1.35	0.39	0.8	0.93	0.39
1.19	0.88	1.25	2.08	9.57	0.48	0.99	1.29	0.6	1.64	0.54	0.8	1.44	0.5
0.89	0.8	0.81	1.17	1.57	3.02	0.59	0.75	0.56	0.61	0.75	1.39	1.06	0.64
0.77	1.07	1	1.53	0.77	0.57	0.52	1.04	1.25	0.45	0.66	0.83	0.84	0.33
1.57	1.97	2.09	0.6	1.75	2.06	3.56	0.73	0.49	1.39	0.54	0.95	1.87	0.36
1.89	0.97	0.41	1.21	0.34	1.42	0.45	0.91	0.6	0.84	0.76	1.05	0.79	0.84
0.89	0.96	1.09	1.15	0.76	0.23	0.39	0.75	1.06	0.71	0.37	1.22	0.36	0.22
0.45	2.41	1.21	1.23	0.55	2.72	0.64	0.74	1.51	1.3	2.55	0.84	0.69	0.35
1.79	0.33	1.57	0.39	0.46	1.58	0.64	1.19	0.84	0.89	1.07	0.67	0.93	0.36
2.89	0.91	0.52	1.34	1.49	0.7	0.65	0.88	1.14	0.58	0.84	0.66	0.99	0.39
0.97	0.79	1.17	0.37	0.88	1.37	1.01	0.65	0.62	0.88	1.46	0.2	0.29	0.29
1.27	0.63	1.07	1.35	0.31	0.73	0.79	0.72	0.99	0.34	0.91	0.44	0.49	0.41
1.48	0.85	2.1	3.52	0.91	0.97	0.51	0.75	1.22	1.03	0.9	0.66	0.95	0.18
1.49	1.01	1.56	1.03	2.23	1.4	0.86	3.49	0.84	2.23	0.72	0.63	1.79	0.51
0.92	0.45	0.76	0.63	0.85	1.54	1.32	0.89	0.3	0.8	0.72	0.22	0.27	0.66
1.28	0.57	1.05	0.89	1.42	0.62	0.7	0.7	0.84	1.99	0.72	2.18	2.11	0.96
0.26	1.34	0.67	1.03	0.73	0.67	0.94	0.26	0.3	0.97	0.5	0.25	0.28	1.16
0.36	0.68	0.66	1.04	0.77	1.04	0.51	0.66	0.32	0.67	0.35	0.46	0.54	0.25
1.6	1.02	0.67	0.71	0.87	0.85	0.95	0.26	1.29	0.78	0.82	0.83	1.41	0.78
1.24	0.7	1.21	1.26	1.19	0.76	0.48	0.4	0.96	0.26	1.43	0.19	0.92	0.28
1.28	0.35	1.73	1.79	2.73	0.49	3.72	0.41	2.42	0.71	0.72	0.42	0.8	0.32
0.78	0.86	1.17	0.88	1.66	1.59	1.02	0.24	0.92	0.71	1.29	0.62	1	0.18
0.83	0.63	0.58	0.38	0.83	0.95	0.47	0.31	1.2	1.75	0.45	0.63	1.3	0.4
2.16	0.6	1.29	1	2.46	1.28	0.91	0.52	1.2	0.56	1	1.45	0.79	1.15
0.32	0.75	0.62	0.81	1.35	0.55	0.37	0.6	0.82	0.39	0.76	0.44	1.27	0.52
1.98	1.76	5.35	2.86	2.32	3.46	1.06	1.5	4.48	2.87	1.88	0.55	2.64	1.31
1.02	0.38	1.13	1.07	1.08	1.81	0.33	1.11	0.34	0.35	0.6	0.39	0.41	0.14
1.75	0.78	0.54	1.93	0.55	0.43	1.68	0.39	1.54	0.56	0.52	1.02	0.8	0.72
0.33	0.98	1.3	1.07	0.82	0.96	1.27	0.8	1.27	0.44	0.32	0.29	0.62	1.07
0.25	1.46	1.77	1.2	0.56	0.49	0.4	0.78	1.79	0.36	0.57	0.44	0.81	0.36
1.24	1.69	0.73	2.65	1.13	1.85	1.09	1.07	1.16	0.6	2.19	0.62	0.83	1.3
1.47	0.43	0.43	0.45	1.18	2.48	0.53	5.23	1.12	0.73	1.28	0.42	0.67	0.51
2.14	2.73	1.81	1.4	3.29	2.95	0.92	0.43	1.74	2.78	0.6	1.28	1.71	1.53
1.21	1.58	2.11	1.55	0.68	0.94	1.36	1.43	1.72	1.39	0.64	0.94	2.12	0.72
0.52	0.85	0.93	2.04	0.84	1.17	0.49	0.28	1.2	0.72	0.6	0.74	0.64	0.76
1.46	2.1	4.57	1.87	1.68	0.92	1.27	1.08	3.18	1.37	1.98	0.51	1.2	0.46
0.94	0.45	2.47	1.43	2.5	0.89	0.76	0.58	2.33	0.74	0.83	0.82	2.45	0.65
1.53	0.66	1.11	1.03	1.25	0.35	1	0.45	1.53	1.08	0.85	0.55	2.2	0.43
1.69	0.8	0.47	1.21	1.29	0.54	0.56	1.64	0.46	1.57	3.06	0.36	0.39	0.35
0.68	0.64	0.57	0.7	0.65	0.56	0.58	1.31	0.95	0.45	0.77	0.28	0.89	0.81
0.65	1.06	0.95	1.09	2.5	0.54	0.52	0.47	0.73	0.75	0.67	0.89	1.52	0.3
1.29	0.7	1.02	0.62	1.1	0.53	1.32	0.81	0.63	0.43	0.76	0.25	1.18	0.56
1.4	1.45	1.9	0.88	2.2	1.94	1.33	1.61	0.73	1.59	2.62	1.24	1.31	0.8
0.9	0.35	0.39	1.53	0.93	0.84	1.61	0.84	1.67	1.49	1.21	0.92	0.35	0.53
1.3	2.15	0.74	0.99	0.4	2.99	1.48	1.24	0.35	1.05	1.06	0.71	0.84	1.8
0.69	0.3	0.78	1.2	0.57	0.52	1.48	0.74	1.67	0.92	0.87	0.92	1.55	0.37
1.02	1.77	1.82	0.98	0.77	1.06	1.5	1.1	0.43	0.88	1.57	0.95	0.65	0.23
1.21	3.67	0.71	1.58	1.19	0.86	0.54	0.45	1.13	0.94	1.31	2.15	1.41	0.29
0.49	0.63	0.58	0.76	0.62	0.53	0.78	0.47	0.87	0.9	1.27	0.45	0.2	0.5
1.17	0.51	0.76	1.22	1.38	0.71	0.86	0.71	0.88	1.11	0.42	0.61	1.41	1.27
0.31	0.31	0.87	1.1	0.61	0.49	1	0.68	0.67	0.95	0.45	0.3	0.28	0.31
0.3	0.3	1.56	0.88	0.76	0.92	0.5	0.77	1.7	1	1.06	1.14	21.25	0.59
0.84	1.26	2.58	0.91	2.16	2.43	1.02	0.69	1.45	2.07	1.44	1.61	2.83	2.29
0.67	0.76	0.86	1.22	0.95	0.84	0.73	0.62	0.33	1.29	0.92	0.42	0.32	0.44
1.65	1.15	0.91	0.99	1.13	0.62	0.46	1.09	0.61	0.81	0.63	0.69	0.66	0.68
1.43	0.67	0.32	1.55	1.71	1.61	1.39	0.64	0.95	0.51	0.45	1.86	1.16	2.12
1.28	1.28	0.72	1.44	0.88	0.84	0.77	0.19	0.55	0.72	0.49	0.81	0.89	0.21
0.9	0.46	0.36	0.91	0.26	0.34	0.86	0.18	0.39	0.53	0.47	0.31	1.65	0.19
0.79	0.28	1.81	0.86	1.23	0.98	0.95	0.77	0.58	1.11	1.01	0.77	0.69	1.65
1.21	1.59	3.18	3.03	0.71	2.82	2.4	1.46	3.81	4.02	0.81	0.58	1.86	0.37
1	0.38	1.09	1.03	1.17	0.85	0.48	0.62	0.84	1.25	0.46	0.32	1.23	0.53
1.64	0.58	3.93	1.01	0.85	0.49	0.39	0.49	0.33	0.75	0.33	0.53	0.85	0.39
1.49	1.09	1.84	0.95	0.94	0.58	1.44	0.58	0.48	1.93	0.75	1.62	0.62	0.3
0.87	1.02	2.11	2.57	2.07	0.41	0.62	1.05	0.57	1.29	1.05	2.04	1.15	0.46
1.58	2.28	2.13	1.73	0.97	0.4	0.61	0.73	1.61	1.32	0.86	0.97	0.9	0.47
1.02	2.99	1.04	0.68	1.11	1.06	0.83	2.68	1.59	1.36	1.79	1.22	3.97	3.4
0.27	0.24	1.63	2.4	1.37	0.9	1.07	0.33	0.77	0.43	0.8	0.24	0.29	0.2
1.09	1.16	1.84	1.68	1.23	0.94	0.98	0.8	1.08	0.56	1.85	0.78	1.41	0.29
0.81	0.63	1.2	1.07	0.53	0.64	0.56	1	0.68	1.38	0.42	1.41	0.93	0.33
0.58	0.34	0.24	0.54	1.23	0.52	0.27	0.66	0.33	1.15	0.26	3.96	0.72	0.2
0.69	1.12	2.41	0.87	1.56	0.63	1.4	0.81	0.72	0.84	4.14	0.52	1.81	0.2
0.9	2.05	0.93	0.79	1.41	0.55	0.83	0.78	0.33	0.4	1.04	1.42	1.7	0.95
0.99	0.82	0.54	0.44	0.96	2.14	0.71	0.95	1.03	2.07	0.58	1.88	0.87	0.51
1.39	0.58	0.95	0.95	0.88	0.57	0.42	1.03	1.19	0.97	1.25	0.58	1.32	0.41
1.25	1.75	0.95	0.33	0.37	0.4	0.41	0.91	1.85	2	0.35	0.95	1.08	0.45
0.55	1.3	0.92	1.22	0.81	0.39	0.44	0.48	0.54	1.03	0.42	0.43	0.49	0.33
0.91	0.25	0.6	0.72	0.71	1.18	1.03	0.74	0.69	0.76	0.3	0.18	0.48	0.77
0.88	0.61	0.99	1.21	2.56	0.68	0.83	0.83	0.72	1.63	0.69	0.49	1.3	1.13
0.44	1.75	0.32	1.99	1.09	0.52	0.37	0.55	0.85	0.68	0.81	1.16	0.72	0.23
1.19	1.17	0.76	0.56	0.95	0.96	0.57	0.32	0.56	0.43	0.51	0.44	0.48	0.82
0.76	0.47	0.58	0.96	0.5	0.59	0.64	1.26	0.84	0.83	0.55	0.5	0.53	0.63
0.7	0.66	0.55	0.95	1.05	1.96	1.22	0.56	0.62	0.58	0.48	0.31	1.5	1.08
0.44	0.71	1.02	0.94	1.22	0.65	0.76	1.47	0.67	0.94	1.54	0.9	1.41	1.72
0.67	0.6	1.72	0.95	0.93	1.57	1.18	0.95	1.11	0.98	0.87	1.41	0.92	0.83
1.42	1.03	1.39	1.23	1.08	1.08	0.41	0.84	1.31	0.41	1.08	0.53	1.72	0.18
0.63	0.3	0.41	0.65	1.59	0.32	0.47	1.12	0.43	1.33	2.16	2.36	0.76	0.38
1.81	0.67	0.9	0.82	0.35	0.25	0.51	0.54	0.56	1.99	1.65	1.09	1.6	0.28
0.99	1.24	0.48	1.31	0.25	0.57	0.4	0.91	0.86	0.31	0.79	1.2	1.08	0.44
0.23	0.46	0.81	1.02	1.81	0.75	0.41	0.57	0.44	1.33	0.98	1.78	0.83	0.42
0.92	0.53	0.33	0.26	0.34	0.9	1.02	1.41	0.94	0.35	0.86	0.78	0.48	0.88
0.82	1.03	1.1	0.97	0.97	1.04	1.02	0.6	1.12	0.76	1.01	1.78	9.82	0.72
1.19	0.49	0.97	0.47	1.09	0.85	0.5	1.41	2.6	1.28	0.65	0.33	0.35	0.21
1	1.03	5.51	3.51	0.56	1.24	1.68	1.12	0.58	0.63	1.5	0.4	0.84	0.84
1.43	0.47	0.9	0.84	1.16	2.06	1.88	1.15	2.17	0.61	1.46	0.9	0.94	0.56
1.28	1.02	0.54	1.18	0.34	0.34	0.3	0.55	0.38	1.21	0.67	0.88	0.49	0.5
1.44	0.65	1.47	2.14	1.3	0.79	1.3	0.86	1.12	2.69	0.85	1.88	0.31	0.86
1.31	0.9	1.39	0.77	0.32	0.35	0.76	0.46	0.29	0.65	1.02	0.26	0.71	0.49
0.75	0.43	0.84	0.69	1.15	0.87	0.39	0.33	0.85	0.85	2.2	0.67	0.84	0.44
0.78	0.93	2.48	0.98	1.24	0.71	0.76	0.77	0.61	0.83	0.77	0.68	0.65	0.34
0.82	0.79	0.66	0.77	0.73	0.45	0.34	0.6	1.38	0.74	0.75	0.4	1.15	0.25
0.93	0.7	1.27	0.46	0.49	3.69	0.98	0.79	1.02	0.42	1.05	1.69	1.57	0.36
0.85	0.53	0.24	0.6	0.98	0.92	0.85	0.33	1.79	0.29	1.38	0.2	1.68	2.18
1.44	2.17	0.37	2.18	1.95	0.64	0.47	0.62	0.42	0.44	0.78	0.3	1.01	0.32
0.65	0.52	1.1	0.7	0.63	1.93	1.31	0.96	0.95	0.74	0.44	1.04	1.15	0.52
0.53	0.75	0.63	0.55	1.62	0.73	0.88	1.02	1.18	0.64	0.46	0.21	1.3	0.27
0.74	0.78	0.42	1.39	1.35	1.01	1.1	0.55	0.37	1.23	0.66	0.51	0.72	0.29
0.65	0.48	1.04	0.26	0.34	0.72	0.2	0.62	0.32	1.07	0.99	0.87	0.55	0.62
0.49	0.63	1.36	1.34	1.67	0.65	0.71	0.57	0.56	1.15	1.14	2.23	0.68	0.84
1.04	1.44	0.71	0.41	0.8	0.23	1.55	0.46	1.68	0.91	0.46	1.32	1.71	0.19
0.76	1.92	0.92	0.48	0.76	0.36	1.12	0.37	0.75	0.63	0.7	0.32	0.71	0.26
1.53	0.45	0.88	1.18	0.93	0.74	0.71	0.52	0.72	0.82	2.21	0.86	0.37	0.44
0.54	0.67	0.87	1.34	0.73	0.73	0.34	0.82	1.4	0.93	0.86	0.76	0.47	0.13
1.35	1.51	1.92	1.67	3.28	3.12	0.69	1.56	1.11	1.61	0.56	1.56	1.33	1.16
0.67	0.84	0.35	0.76	0.63	0.94	1.1	0.93	1.69	0.99	0.76	0.65	0.54	0.35
0.73	0.57	0.33	0.97	1.25	0.56	1.54	0.67	0.55	2.22	1.08	0.72	0.98	0.69
0.75	0.54	0.84	0.33	1.1	1.78	0.4	0.82	0.33	0.38	0.58	0.31	0.73	0.17
0.47	0.18	0.84	0.8	0.55	0.51	0.47	0.16	0.38	0.51	0.58	0.59	0.22	0.2
0.73	0.58	0.57	1.2	1.22	0.56	0.76	0.93	0.72	1.83	0.39	0.39	1.51	0.21
1.64	0.31	0.88	1.57	0.72	0.92	0.43	0.19	1.19	0.98	0.76	1.94	1.5	0.4
1.17	0.85	1.43	2.01	1.22	2.31	1.81	0.56	1.28	0.72	0.97	0.39	1.16	0.47
1.04	1.34	0.32	0.52	0.92	0.69	0.84	0.58	1.09	0.68	0.62	0.41	0.41	0.52
0.53	0.56	1.61	1.39	2.13	0.96	1.35	0.58	0.86	1.63	1.15	0.98	2.29	1.56
1.49	1.71	0.78	0.85	0.99	0.47	0.62	0.82	0.34	0.77	0.36	0.36	1.03	0.26
0.71	1.85	0.89	1.73	0.27	0.28	0.53	0.48	0.77	0.28	0.49	0.56	1.21	0.15
0.61	1.66	0.32	0.79	0.88	0.6	0.37	0.4	0.32	2.03	0.98	1.01	1.4	0.32
1.11	2.6	0.71	0.8	0.31	0.76	0.65	0.88	0.5	1.11	0.86	1.15	1.93	0.51
1.06	0.59	0.4	1.12	1.1	0.93	1.27	0.9	1.12	1.09	1.1	0.32	0.58	0.59
2.39	0.74	1.25	0.81	1.28	1.61	1.84	1.45	0.81	2.7	0.57	0.62	0.97	0.76
0.61	0.44	1.83	0.22	0.41	1.5	0.97	0.59	0.93	0.82	0.33	0.52	0.54	0.79
2.11	1.06	0.42	2.14	1.18	0.76	0.52	0.56	0.81	1.41	0.4	0.59	1.68	0.47
1.77	0.38	4.03	1.93	2.18	6.44	0.64	2.01	1.41	0.91	1	0.85	0.98	0.32
0.33	0.56	0.66	0.61	0.99	0.99	0.33	0.38	0.85	0.34	0.57	0.19	0.68	0.17
0.24	0.23	1.02	1.72	1.01	0.32	0.64	0.67	1.09	0.35	0.77	0.93	1.65	0.44
1.61	0.89	1.04	0.87	0.75	0.88	2.02	0.75	0.39	1.36	0.4	0.95	1.07	1.07
0.92	1	1.52	1.32	0.92	0.36	2.11	1.01	0.91	0.96	0.85	0.77	0.82	0.39
0.86	3.06	1.93	3.33	1.88	0.98	0.53	6.26	3.78	0.79	1.28	1.93	1.29	0.96
0.87	0.8	0.94	1.24	1.86	0.95	0.69	0.81	0.69	0.44	0.96	0.58	0.93	0.66
0.93	0.67	1.12	1.29	1.23	1.28	1.48	0.34	1.84	3.49	1.51	0.32	0.8	0.67
1.34	0.78	0.77	1.04	2.39	0.68	0.6	0.83	0.42	1.46	0.53	0.67	1.1	0.38
5.52	1.1	3.12	1.35	1.7	2.19	0.69	1.01	1.93	1.66	1.76	0.43	0.89	0.69
0.45	0.22	1.01	0.6	0.67	0.23	0.61	0.35	0.22	0.4	0.54	0.58	0.47	0.18
0.73	0.58	1.01	1.54	0.75	1	1.75	1.2	0.45	0.49	0.79	0.42	0.69	0.44
1.84	0.95	1.12	2.01	1.57	0.6	0.51	0.97	0.96	1	1.13	0.73	1.81	1.13
0.93	0.68	0.29	1.04	1.81	0.87	0.87	0.36	0.86	1.86	0.64	0.23	1.38	0.78
1.03	0.63	1.94	0.47	1.07	0.29	0.43	0.78	0.39	1.3	1.69	0.46	0.34	0.43
0.75	0.67	1.69	1.12	1.26	0.32	0.69	0.5	0.72	1.21	0.89	0.68	0.36	0.41
0.84	0.32	0.67	0.93	1.27	0.83	0.31	0.35	0.85	0.65	0.31	0.7	0.44	0.79
1.87	0.88	0.33	0.84	1.41	0.83	2.92	1.58	1.02	0.36	1.4	0.59	1.44	0.36
0.7	1.21	0.68	1.66	1.24	0.5	2.42	0.56	2.35	0.34	0.79	0.44	1.38	0.2
2.54	4.09	2.49	0.98	1.64	1.35	1.81	1.79	1.45	2.91	1.42	2.25	0.82	1.46
1.11	0.54	1.13	0.78	0.45	0.23	0.76	1.29	1.07	0.92	0.33	0.64	0.5	0.88
0.47	0.93	1.17	1.76	0.91	0.69	0.64	0.98	0.51	3.43	0.88	5.59	2.22	0.74
1.2	0.83	1.22	0.72	0.37	1	1.13	0.35	1.56	1.46	1.11	0.8	0.81	0.63
0.37	1.17	0.63	0.64	1.64	0.27	0.38	0.53	0.57	0.53	0.93	0.18	0.46	0.21
1.36	0.85	1.29	1.48	1.94	2.53	0.57	1.09	2.14	3.85	2.45	0.91	1.83	0.64
0.38	0.39	0.55	0.99	0.6	0.16	0.25	1.09	0.54	0.44	0.36	0.51	1.15	0.24
1.59	1.3	0.94	1.46	0.73	1.64	3.92	5.39	1.62	3.06	0.86	1.63	1.26	2.28
0.66	0.4	1.16	0.89	0.84	0.36	0.58	0.21	0.9	0.62	0.29	0.41	0.91	0.31
1.76	0.37	2.06	1.64	0.47	0.35	0.99	0.69	0.66	0.93	2.42	0.49	0.34	0.78
1.28	0.33	0.68	0.64	0.31	1.05	0.35	0.73	0.31	0.7	1.1	0.21	0.96	0.67
0.53	1.05	0.33	0.85	1.04	0.69	0.64	0.93	1.05	0.88	1.21	1.25	0.45	1.48
2.54	0.34	0.46	0.78	0.91	0.4	0.44	1.24	0.63	0.74	0.35	1.03	0.8	0.24
2.03	0.96	1.31	1.2	0.71	1.48	1.54	1.23	1.08	0.97	1.92	0.28	0.66	0.41
0.75	0.33	0.27	1.95	1.08	0.65	0.51	0.64	0.95	0.76	0.75	0.24	0.96	0.43
2.22	1.21	0.89	1.22	1.71	0.36	0.44	0.55	0.46	0.96	0.76	0.79	0.37	0.47
0.74	0.7	0.6	0.97	1.96	0.69	0.74	0.88	0.42	0.87	0.78	0.7	1.43	0.94
0.68	0.24	0.55	0.22	0.64	0.34	0.26	0.48	0.51	1.35	0.49	0.33	0.72	0.21
0.82	0.79	1.28	1.16	2.27	0.63	1.88	0.76	1.17	0.85	1.05	0.66	0.45	0.44
0.68	0.83	0.62	1.23	0.51	1.71	1.66	0.9	1.71	2.66	0.5	1.25	0.92	0.42
1.28	2	0.46	1.67	0.47	1.38	0.51	1.14	0.79	3.11	0.41	1.46	24.17	0.55
