Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
0.76	0.95	1.24
0.75	0.98	0.6
1.2	1.28	0.97
0.75	0.99	0.5
0.81	0.83	0.98
0.68	1.04	0.71
0.6	0.83	0.44
0.9	1.1	1.05
0.59	0.93	0.65
0.65	0.93	0.5
1.33	0.96	1.18
0.8	1.02	0.51
0.5	0.85	0.62
0.65	1.11	0.56
1.13	1.21	0.92
0.44	0.8	0.58
0.4	0.9	0.48
0.9	0.94	1.09
0.71	1.02	0.74
0.72	0.87	0.7
1.3	0.79	1.12
0.54	1.21	0.5
0.82	1.27	0.84
0.6	1.06	0.66
0.61	0.88	0.84
0.71	1.01	0.63
0.74	0.98	1.02
0.87	1.19	0.84
0.91	1.2	1.25
0.95	0.91	1.31
1.39	1.03	1.24
0.83	0.98	0.64
0.78	0.92	0.65
0.94	1.01	1.05
0.97	0.92	0.96
0.46	0.88	0.38
0.93	1.19	0.81
0.67	0.86	0.58
0.68	1.12	0.69
1.15	1.12	0.73
0.65	0.75	0.53
0.95	1.12	1.11
0.82	1.04	0.84
0.86	0.88	1.12
0.76	0.91	0.65
0.8	1.08	0.7
1.11	1.48	0.9
0.67	1.09	0.76
0.51	1.1	0.8
1.07	1.19	0.84
0.8	0.91	0.82
0.9	0.88	1.21
1.07	1.27	0.79
1.59	0.97	1.43
0.69	1.09	0.55
0.76	1.01	0.83
0.8	0.93	0.68
0.57	0.94	0.52
0.84	0.85	1.09
1.22	1.7	0.94
0.91	1.22	0.75
0.6	0.82	0.57
0.87	1.12	0.74
0.88	1.14	1.18
0.84	1.04	0.65
0.81	1.17	0.76
0.93	1.09	1.2
0.91	1.35	0.78
0.75	0.86	0.98
0.79	0.93	0.84
0.71	0.8	0.5
0.71	1.08	0.91
0.93	1.29	0.97
0.68	0.89	0.7
0.74	1.06	0.92
0.8	1.02	0.69
1.96	1	1.86
0.63	0.71	0.7
1.27	1.02	7.28
0.82	1	0.91
1.12	1.2	1.13
1.21	0.88	0.93
0.89	1.04	0.61
0.75	1.15	1.29
0.45	0.87	0.4
1.18	1.27	1.17
0.68	1.01	0.72
1.55	1.01	1.22
1.26	1.25	1.08
0.65	0.79	0.91
0.61	0.95	0.69
0.93	1.01	0.7
0.77	0.98	0.92
0.93	0.86	0.81
1.78	1.12	1.43
0.84	1.15	0.55
0.88	1.1	1.31
0.73	1.08	0.64
1.19	1.04	1.11
0.64	1.13	1.62
0.63	1.08	0.58
0.75	0.96	0.77
0.83	1.17	0.63
1.14	1.04	0.98
0.45	1.02	0.59
0.45	0.8	0.4
0.91	0.99	0.63
0.93	1.08	1.07
0.72	0.83	0.63
1.18	1.01	1.06
0.99	1.07	0.99
1.02	0.94	0.7
0.87	1.12	0.91
1.26	0.9	1.21
0.85	0.88	0.59
1.15	1.03	1.19
0.68	1.3	0.97
0.84	0.94	0.55
0.56	0.84	0.46
0.56	1.04	0.75
0.93	1.05	0.89
1.3	1.06	0.9
1.24	1.1	0.86
0.6	1.04	0.78
0.93	0.95	0.91
0.65	0.97	0.37
0.85	0.8	0.87
0.74	0.94	0.76
0.8	1.17	1.1
0.79	1.07	0.56
1.65	0.97	1.41
1.76	1.16	1.87
0.77	1.23	0.72
0.78	1.09	1.1
0.82	1.03	0.95
0.6	0.99	2.35
0.67	0.97	0.59
0.57	1.11	0.67
1.13	1.24	1.84
0.61	0.86	0.94
0.68	0.88	0.76
0.67	1	0.61
0.37	0.68	0.45
1.57	1.07	1.25
0.63	1.26	0.32
0.68	0.81	0.87
1.52	1.21	1.62
0.87	1.07	0.59
0.84	0.91	0.76
1.36	1.03	1.16
0.84	0.86	0.73
0.61	1.13	0.91
1.22	1.29	0.86
0.83	0.95	0.62
0.51	0.93	0.4
0.96	1.23	0.6
0.7	1.04	0.82
0.86	0.99	0.73
0.91	1.13	1.01
1.05	1.07	1.17
1.05	0.98	0.86
0.92	1.03	1.01
0.74	0.97	0.75
0.98	0.77	0.87
0.71	1.21	0.84
0.51	1.05	0.47
1.03	0.95	0.67
0.56	0.88	0.41
0.79	1.02	0.67
0.83	0.88	0.81
0.73	1.38	1.06
0.7	0.96	0.4
1.65	1.11	3.24
0.88	1.03	0.73
1.17	1.02	1.04
0.72	0.83	0.78
0.68	0.96	0.96
1.18	1.17	1.96
1.05	0.92	0.88
0.65	0.88	0.76
0.67	0.73	0.51
0.58	0.91	0.7
0.85	1.31	0.93
1	0.99	1.01
0.88	1.03	0.69
0.5	1.03	0.5
0.81	1.23	0.66
0.78	1.12	0.83
1.77	1.18	1.22
0.85	1.02	1.21
1.03	0.77	1.03
1.07	0.98	1.17
1.14	1.07	1
0.48	0.86	0.43
1.19	1.01	1.06
0.72	0.82	1.12
0.78	0.81	0.89
0.67	1.17	0.59
0.51	1.06	0.97
0.75	0.82	0.61
0.76	1.1	0.62
0.52	1.08	0.52
0.99	1.3	0.78
0.51	0.76	0.52
1.23	1.2	1.49
1.17	1.16	0.99
0.7	0.95	0.74
0.79	0.83	0.83
0.66	0.77	0.65
0.81	1.03	0.79
0.91	0.94	0.57
0.72	0.96	0.68
1.13	0.99	0.74
0.76	1.07	0.82
0.6	0.77	0.8
1.22	1.18	1.42
0.62	0.93	0.51
0.67	0.97	0.56
1.02	1.23	0.8
0.78	0.83	0.55
0.71	1.09	1.07
0.77	0.93	0.93
0.65	0.76	0.59
0.94	1.13	0.98
1.2	1.03	0.93
0.93	0.82	1.09
0.81	0.84	0.84
0.74	1.16	0.84
0.45	1.15	0.3
0.74	0.96	0.66
0.65	0.98	0.58
1.15	1.23	1.02
0.8	0.83	0.63
1.02	1.01	0.71
1.11	1.05	0.86
0.69	0.98	0.88
0.87	1.23	0.97
1.14	1.14	0.85
0.91	1.28	0.85
1.15	0.94	1.02
0.64	0.99	0.58
1.24	1.05	0.94
1.09	1.1	1.04
1.01	1.13	0.95
0.83	1.05	1.17
0.71	0.89	0.58
0.76	1.12	0.73
1.07	1.07	0.89
0.87	1	0.67
0.71	0.99	0.62
0.58	0.8	0.47
1.2	1.16	1.16
0.78	1.05	0.45
1	0.91	0.91
0.76	1.22	0.7
0.78	1.11	0.65
1.11	1.19	0.94
1.01	0.93	0.67
0.7	1.38	0.65
0.66	0.79	0.74
0.68	0.77	0.34
0.59	1.02	0.68
0.5	0.86	0.33
1.32	1.21	1.42
1.43	1.29	1.05
0.51	0.94	1.39
0.65	0.77	0.51
1.05	1.05	0.89
0.9	1.07	0.59
1.04	1.2	0.71
0.8	0.99	0.67
0.91	1.06	0.81
1.19	1.1	1.04
1.15	1.1	0.83
1.16	1.24	1.17
0.99	1.03	0.88
1.07	1.06	0.88
0.64	1.12	0.48
1.21	1.07	1.01
0.55	0.82	0.52
0.7	0.93	0.78
1.3	0.98	0.83
1.24	0.91	0.95
0.67	1.08	0.42
0.91	0.74	1
1.52	1.01	1.09
1.36	1.11	1.14
0.82	1	1.08
0.9	1	0.77
0.82	0.92	0.64
0.54	1.08	0.71
0.73	1.09	0.65
1.29	1.33	1.16
0.54	0.81	0.36
0.62	1.12	0.52
0.71	0.95	0.44
1.31	1.02	0.78
0.8	0.8	0.69
1.22	0.91	1.24
0.76	1.02	0.88
0.99	1.05	0.97
1.08	1.05	1.27
0.58	0.99	0.56
0.75	1.01	0.77
0.6	1	0.9
0.76	0.88	0.68
0.81	0.85	0.85
0.66	0.97	1.52
0.59	0.87	0.62
0.15	0.96	0.46
0.71	1.32	0.73
1.31	1.01	0.69
0.81	1.07	0.71
0.55	1.07	0.33
1.55	1.29	1.15
1.13	1.14	0.92
0.93	0.76	1.17
0.79	0.74	0.61
1	0.88	1.3
0.64	0.93	0.62
0.68	0.92	0.82
0.79	0.92	0.66
1.59	0.96	0.89
1.06	0.88	1.13
0.76	1.01	0.5
0.55	0.9	0.5
0.88	0.97	0.65
1.32	1.11	1.75
0.95	0.9	0.86
1.17	1.12	0.51
0.75	1.06	0.82
0.76	1.14	0.7
0.73	1.06	1.07
0.89	1	0.92
0.89	0.99	0.94
1.05	0.89	1.11
0.64	0.96	0.66
0.58	0.98	0.69
1.06	0.91	0.85
0.68	1	0.78
1.25	0.88	0.77
0.81	1	0.74
0.48	0.97	0.57
0.66	1.13	0.74
0.49	1.09	0.57
0.97	0.94	0.97
0.84	1.16	1.25
0.96	1.11	0.88
0.83	1.09	1
1.04	1.28	1.33
0.96	1.22	0.78
1.03	1	1.04
0.73	1.08	0.59
0.65	0.78	0.49
0.61	0.79	0.55
0.55	1.03	0.67
0.55	1.02	0.59
0.67	0.92	0.82
1.22	1.04	1.99
0.85	0.99	0.68
0.52	0.8	0.55
0.87	1.19	0.49
1.12	1.15	0.79
1.62	1.45	1.29
0.76	0.81	0.7
0.91	0.87	0.59
0.79	0.97	0.96
0.97	1.17	1.05
0.47	0.8	0.52
0.88	1.07	0.73
0.92	1.09	0.54
0.91	0.93	0.94
1.09	0.96	0.82
0.82	0.98	0.75
0.58	0.96	0.66
0.46	0.89	0.29
0.53	0.87	0.58
0.78	1.2	0.69
1.13	1.1	0.72
0.66	0.66	0.84
1.12	1.11	1.31
0.84	0.9	0.97
0.75	0.72	0.47
0.98	1.08	1.42
0.63	0.98	1.74
0.73	0.87	0.79
0.8	0.78	0.97
0.77	0.97	0.82
1.05	1.02	0.69
1.03	1.01	0.92
0.57	1	0.75
0.48	0.93	0.31
1.45	1.05	2.46
0.67	0.94	0.6
0.62	1	0.68
0.67	0.82	0.52
0.79	1	1.19
0.65	0.84	0.76
0.71	0.84	0.59
0.52	0.81	0.5
0.54	1.1	1.1
0.56	0.91	0.49
0.96	1.26	0.66
0.72	0.81	0.55
0.74	0.9	0.69
0.61	0.79	0.49
1.15	1.02	0.73
0.83	1.13	0.66
1.13	1.1	0.81
1.3	1.01	0.96
0.66	0.88	0.65
0.93	0.92	0.81
0.72	1.02	0.46
0.88	1.07	0.96
0.81	0.89	0.82
0.69	0.88	0.66
1.25	1.31	1.07
0.61	1.15	0.68
1.24	1.01	0.97
1.45	1.18	1.35
0.63	0.92	0.53
0.81	0.75	0.57
0.91	0.97	0.59
0.68	1.06	0.89
0.86	1	0.99
1.1	1.03	1.51
1	1.16	0.65
0.71	0.95	0.51
1.15	1.01	0.74
1.08	1.22	1.08
1	1.19	0.74
1.14	1.19	1.21
0.94	1.01	0.81
0.83	1.2	0.92
0.87	1.04	0.73
0.68	0.9	0.75
0.88	0.89	0.71
1.29	1.18	1.09
0.67	1.07	0.79
0.88	0.92	0.78
0.58	0.97	0.63
0.48	0.82	0.54
0.74	0.91	0.62
0.98	0.94	0.7
0.63	1	0.89
0.87	0.81	1.04
0.44	0.83	0.59
0.63	0.89	0.64
0.68	0.91	0.85
1.37	1.19	1.01
0.76	1.03	0.61
1.15	1.11	1.17
0.67	0.9	0.66
0.64	0.83	0.69
0.95	0.88	0.62
0.43	0.9	0.39
0.93	0.97	0.58
1.1	0.89	1.09
0.98	1	1.11
0.67	1.04	1.02
0.65	1.09	0.76
0.58	0.78	0.71
0.57	1.02	0.5
0.67	0.97	0.45
0.66	0.89	0.7
0.96	0.86	0.64
0.7	0.94	0.73
1.17	0.85	0.92
0.6	0.84	0.59
0.63	0.95	0.59
0.33	1.14	0.54
0.59	0.88	0.45
0.89	0.99	0.99
0.55	0.9	0.37
0.57	1.09	0.74
1.5	1.12	0.89
0.91	0.95	0.61
0.9	1.13	0.78
0.79	1.1	1.35
0.97	1.09	0.63
1.25	1.03	0.85
0.67	0.88	0.62
0.82	0.81	0.5
0.6	1.09	0.48
0.8	0.96	0.76
0.8	0.93	0.73
0.67	1.12	1.01
0.78	0.87	1.03
0.76	0.74	0.72
0.5	0.71	0.8
0.51	0.89	0.74
0.57	0.96	0.62
0.64	1.08	0.7
0.44	0.83	0.37
0.77	1.03	0.75
0.6	1.14	0.59
0.56	1.02	0.54
0.93	1.08	1.11
0.65	0.96	0.63
0.64	0.85	0.72
0.91	0.89	1.01
0.7	0.84	0.79
0.99	1	1.11
0.88	1.03	0.82
0.7	0.83	0.55
0.63	0.9	0.68
0.93	0.93	0.83
0.78	1.13	0.64
0.85	0.83	0.94
0.8	1.03	0.82
1.48	0.98	1
0.96	0.98	0.89
0.76	0.96	0.7
0.95	1.14	0.81
0.65	1.02	0.74
0.95	1.24	0.7
0.7	1.1	0.79
1.25	0.96	1.68
1.09	1.28	2.17
0.65	0.82	0.66
0.56	1	0.36
0.47	0.66	0.42
1.27	1.15	0.91
0.6	1.05	0.79
0.9	0.84	0.81
0.83	0.78	0.63
0.66	0.97	0.67
0.83	0.98	0.44
1.3	0.97	1.55
1.56	1.47	1.43
0.54	0.98	0.5
0.67	1.13	0.61
0.79	0.97	0.8
0.79	1.08	0.75
0.94	1.01	1
0.78	0.86	0.79
1.53	1.4	1.52
1.3	0.89	1.29
0.47	0.68	0.46
0.77	0.99	0.54
0.66	1.01	0.84
0.94	1.08	1
0.96	0.93	0.8
0.49	0.99	0.61
0.86	1.14	0.61
0.54	0.8	0.5
0.7	0.91	0.54
0.7	0.93	0.51
0.85	0.83	0.73
0.98	0.98	2.49
0.92	1.03	1.04
0.71	1.04	0.59
0.81	0.9	0.89
0.94	0.94	0.79
0.63	1.14	0.59
0.46	0.93	0.47
0.72	0.75	0.49
0.77	0.92	0.53
0.77	0.85	1.1
0.5	1.02	0.7
0.72	1.05	0.43
0.88	1.02	1.13
0.84	0.95	1.22
0.85	0.89	0.67
0.79	0.99	0.61
0.66	0.84	0.84
0.77	0.95	0.65
0.58	0.9	0.92
0.78	1.22	1.06
0.69	0.8	0.71
0.73	0.89	0.63
0.75	0.79	0.51
0.71	1.07	0.5
0.63	0.83	0.57
0.69	0.83	0.62
0.73	1.05	1.82
0.84	1.04	0.8
0.53	1	0.37
0.81	1.05	0.8
0.59	0.66	0.64
0.6	0.77	0.61
0.81	0.98	1.09
0.73	0.82	0.77
0.74	0.82	0.62
1.02	0.98	1.09
0.43	0.75	0.46
1.24	0.89	2.27
0.43	0.91	0.44
0.46	0.92	0.42
1.04	1.02	0.7
1.02	1.07	0.77
0.98	1.08	1.76
0.55	0.78	0.61
0.81	0.87	0.74
1.2	0.96	0.8
0.54	0.87	0.56
0.6	1.11	0.78
0.77	1.11	0.83
0.89	1	0.74
0.71	0.93	0.68
0.84	1.14	0.65
1.29	1.06	1.3
1.41	1.08	1.42
0.77	0.98	0.66
0.69	0.89	0.83
1.29	1.05	0.79
1.08	1.15	0.85
0.86	1	0.87
0.55	0.87	1.12
0.54	0.92	0.54
0.81	1.18	0.66
0.77	0.88	0.71
0.81	0.93	0.93
0.9	0.92	0.98
0.97	0.94	1.16
0.93	0.92	0.79
1.02	1.08	0.63
1.08	1.57	0.98
1.12	1.04	0.96
1.51	1.36	1.39
0.58	0.84	0.45
0.82	0.83	0.61
0.54	0.95	0.58
0.74	1.05	0.81
1.13	1.24	0.82
0.77	1.13	0.62
1.2	1.04	0.82
0.83	0.95	0.99
1.02	1.07	1.06
0.87	0.81	0.88
0.95	0.98	0.74
0.76	1.17	0.83
0.9	0.93	1.15
0.89	1.03	0.81
0.98	1.09	1.2
0.68	0.93	0.65
0.97	1.15	0.7
0.89	0.88	0.76
0.66	0.85	0.64
0.88	1.08	0.51
1.6	1.02	1.06
0.81	1.05	1.09
0.57	2.05	0.83
1.01	1.57	1.01
0.85	0.92	0.49
0.81	1.11	0.58
0.79	1.05	0.5
0.76	0.99	0.74
1.02	0.94	1.1
0.78	1.13	1.23
1.32	1.3	1.94
0.96	1.12	0.79
0.59	0.94	0.6
0.81	1.03	0.86
0.9	1.12	0.91
1.06	0.98	0.76
0.84	1.26	0.92
0.67	0.85	0.58
1.2	1.08	1.04
1.06	1.19	1.03
0.42	0.82	0.26
0.64	1.05	0.73
0.68	1	0.87
1.05	1.16	0.64
1.11	1.26	0.95
1.03	1.08	0.67
1.07	1.1	1.59
1.49	0.89	1.62
0.88	0.98	0.81
0.73	0.95	0.83
0.38	0.79	0.52
0.36	0.82	0.23
0.9	0.96	0.53
0.82	0.71	1.23
0.63	0.74	0.4
0.78	0.84	1.1
0.72	0.94	0.67
0.87	0.8	0.86
0.62	1.3	0.9
0.86	0.79	0.98
1.15	0.93	1.44
1.47	0.9	0.73
0.87	0.69	0.89
0.67	1.29	0.91
0.73	0.91	0.57
1.18	1.3	0.75
1.05	1.16	0.72
0.73	0.96	0.58
0.78	0.84	0.36
1.22	1.05	1.62
0.94	0.83	0.89
0.63	0.95	0.6
0.74	0.87	0.87
1.42	0.9	1.15
0.89	1.12	0.92
1	1.04	1.12
0.81	0.95	0.74
0.66	0.9	0.66
0.46	0.88	0.32
0.81	1.05	1.03
0.88	0.98	0.96
0.66	0.91	0.65
0.67	0.82	0.51
0.56	0.74	0.54
0.54	0.86	0.37
0.72	0.89	0.72
0.92	1.18	0.68
1.24	0.96	0.86
0.97	1.06	1.08
0.71	0.91	0.91
1.23	1.42	1.46
0.71	0.92	0.48
0.67	1.01	0.64
0.59	1.07	0.81
1.1	1.01	1.45
1.03	1.05	0.62
0.95	1.2	0.74
0.74	0.93	0.65
0.7	1.09	0.54
0.68	0.91	0.7
0.82	1.01	1.31
0.69	0.93	0.73
0.44	0.86	0.61
0.71	1.28	0.69
0.53	1.07	0.51
1.14	1.02	1.02
1.43	1.06	0.79
0.68	1.05	0.53
0.8	0.89	0.89
1.02	0.99	0.86
0.58	0.86	0.57
0.68	0.84	0.54
0.81	0.95	1.2
0.81	1	0.74
1.72	1.13	2.23
0.64	0.98	0.66
0.76	0.87	1.12
1.08	1.17	0.79
0.82	1.14	1.17
0.92	0.91	0.7
0.83	0.96	0.82
0.55	0.98	0.65
0.95	1.09	0.84
0.42	0.87	0.94
0.7	0.92	0.95
1.05	1.12	1.13
0.45	1.12	0.65
0.91	1.01	1.07
0.9	1.1	0.98
1.36	1.12	1.26
1.26	0.98	0.91
0.68	1.01	0.63
0.69	0.81	0.5
0.61	0.92	0.46
0.74	1.04	0.95
0.78	0.84	0.54
0.89	0.96	0.9
0.79	0.8	1.03
0.91	0.96	0.93
1.04	1.11	1.06
0.74	0.72	0.66
0.73	1.11	0.73
0.91	0.95	0.87
1.44	1.38	1.5
0.84	1.09	0.74
0.87	1.09	0.91
1.49	1.41	1.53
1.23	1.29	1.01
0.74	0.89	0.99
0.53	0.8	0.68
0.52	0.89	0.74
1.06	1.22	1.27
0.91	0.89	1.58
0.77	0.89	0.84
0.66	1.09	0.56
0.75	0.9	0.68
0.7	1.07	0.46
0.91	0.89	0.7
0.92	1.02	0.93
0.76	1.08	0.89
0.53	0.83	0.63
0.94	1.2	1.07
0.47	0.95	0.46
0.96	1.14	1.04
1.22	0.98	1.3
0.47	0.83	0.42
0.82	1.2	0.66
0.49	0.68	0.54
0.57	0.8	0.71
0.87	1.05	1.13
0.86	0.86	0.87
0.71	0.73	0.69
0.71	0.75	0.61
0.58	0.9	0.72
0.86	1.21	0.89
0.77	0.89	0.58
0.83	0.83	0.63
0.76	0.9	0.8
1.03	1.24	1.21
0.78	1.02	0.95
0.74	0.94	0.63
0.87	1.05	0.9
1.14	1.04	1.44
1.06	0.91	1.12
0.61	0.88	0.34
0.99	0.71	0.76
0.89	1.1	0.73
0.56	0.92	0.31
0.82	0.86	0.7
1.03	0.97	0.76
0.78	0.89	0.95
0.62	0.93	0.46
1.04	1.06	0.93
0.42	0.93	0.66
1.58	1.03	1.07
0.72	0.85	0.47
0.91	0.99	0.65
1.08	1.18	0.94
0.63	0.91	0.6
0.9	1.09	0.72
1.21	1.15	1.05
0.61	0.87	0.53
0.9	1.13	0.93
1.14	1.25	0.91
0.61	1.02	0.48
0.68	0.78	0.66
0.6	0.81	0.35
1.33	1.02	0.97
0.58	0.96	0.66
0.63	1.18	0.74
0.9	0.91	0.72
0.86	0.96	0.63
0.69	1.01	1.26
1.13	1.01	0.83
1.21	1.01	0.98
1.02	1	0.85
1	1.26	1
0.97	1.06	0.93
0.81	0.98	0.73
0.73	0.86	0.85
1.19	1.02	1.18
0.55	0.93	0.36
0.77	1.03	2.46
0.57	0.79	0.42
0.52	0.88	0.64
1.34	0.96	0.92
0.93	0.96	0.7
0.48	1.14	0.29
0.82	0.99	0.73
0.68	1.05	0.61
0.69	0.83	1.27
0.73	0.9	0.57
0.68	1.03	0.49
1.27	0.9	1.17
0.71	1.14	0.69
0.78	0.94	0.46
1.01	0.95	0.69
0.42	0.7	0.9
1.24	1.07	0.68
0.77	0.94	0.86
0.73	1.01	0.9
0.73	0.99	0.74
0.83	1.01	0.66
1.08	0.89	0.9
0.82	1.03	0.77
0.77	0.84	0.75
1.61	1.24	1.1
0.93	1.16	0.54
0.77	0.88	0.34
0.76	0.94	0.64
0.4	0.94	0.48
0.71	1.08	0.73
0.83	1.27	0.9
0.93	0.97	0.86
0.75	0.99	0.83
0.75	0.85	0.75
1.67	0.8	1.13
0.78	0.95	0.86
0.93	1.3	1.01
1.19	1.05	1.25
1.13	1.17	0.79
0.69	0.94	0.54
0.7	1.08	0.61
0.92	0.95	0.75
1.15	1.31	0.79
0.79	1.07	0.43
0.49	0.92	0.38
0.57	1.05	0.83
0.74	0.92	0.57
1.75	1.08	1.1
0.57	0.79	0.65
0.53	0.74	0.72
0.67	0.86	0.37
1.13	1.08	0.8
0.45	0.94	0.5
0.6	0.96	0.77
0.39	0.73	0.35
0.87	1.22	0.89
1.02	1.19	0.78
0.7	0.8	0.51
1.12	1.03	1.51
0.75	1.3	1.04
0.82	0.8	0.64
0.67	1.01	0.55
1.19	0.97	0.73
0.93	1.06	1.09
1.03	0.98	0.98
1.01	1.23	0.8
0.76	1.01	0.51
0.68	0.99	0.45
0.54	1.1	0.41
0.91	0.96	0.69
0.63	1.28	0.65
0.57	0.79	0.48
0.51	0.87	0.46
0.54	0.88	0.47
2.03	1.22	2.04
0.79	0.75	0.75
0.47	1.06	0.43
0.51	0.93	0.4
0.83	1.15	0.73
0.75	1.17	1.02
0.42	0.9	0.44
0.99	1.39	1.47
1.76	1.14	0.98
0.84	0.99	1.23
0.8	0.7	0.65
0.66	0.85	0.98
0.87	0.97	0.7
0.71	1	1.12
0.87	0.91	0.69
1.14	1.09	0.77
0.65	0.9	0.97
0.95	0.81	0.72
0.77	1.28	0.77
0.93	1.03	1.06
0.81	1.14	0.71
0.8	1.14	1.17
0.81	1.02	2.2
0.57	0.87	0.67
0.83	1.04	0.64
1.88	1.1	1.68
0.61	0.88	0.53
0.54	0.92	0.42
0.71	1.07	0.79
0.7	1.01	0.78
0.7	0.94	0.55
1.23	1.16	0.82
0.49	0.8	0.59
0.74	1.21	0.6
1.16	0.94	0.91
0.57	0.95	0.56
0.87	1.1	0.83
0.95	1.12	1.27
0.88	1.03	0.64
0.71	0.93	1.06
0.58	0.89	0.53
0.32	0.73	0.47
0.71	0.93	0.62
0.74	1	0.38
0.48	0.96	0.45
0.66	0.95	0.41
0.76	1.02	0.59
0.5	0.83	0.41
0.68	1.03	0.93
1.17	1.1	0.93
0.66	1.1	0.59
0.75	0.93	1.1
0.6	0.88	0.64
1.27	1.25	1.38
1.06	0.96	1.07
0.78	0.89	0.78
0.75	0.82	0.53
0.67	1.04	0.94
1.12	1.35	1.4
1.96	1.24	1.41
0.7	1.15	0.64
0.87	0.97	0.56
0.61	0.93	0.77
0.68	0.94	0.68
1.07	1.53	1.1
1.1	1.06	1.07
0.91	0.87	0.86
1.01	1.06	1.12
0.9	0.91	0.61
1	1.27	0.86
0.99	1.16	0.72
0.93	0.96	0.75
0.89	0.99	0.57
0.73	0.88	0.67
0.59	1.05	0.7
0.75	1.21	0.73
1.45	1.15	1.74
0.31	0.9	0.31
0.92	1.16	0.91
0.81	1.1	0.95
0.52	1.01	0.41
1.12	0.82	1.38
0.43	0.88	0.77
1	0.71	1
0.79	1.06	2.16
0.61	0.87	0.79
0.7	1.05	0.76
0.44	1.02	0.53
1.48	1.18	1.51
0.97	1.05	0.77
1.01	1.09	1.41
1.01	1.15	0.98
0.94	0.89	1.09
0.78	1	1.08
0.71	0.82	0.59
1.35	1.18	1.32
0.77	1.02	0.73
1.03	1.19	0.67
0.63	0.82	0.6
0.93	1.35	0.93
0.7	0.94	0.48
1.11	1.07	1.42
0.57	1.15	0.98
1.92	0.91	0.76
1.16	1	0.55
0.75	0.96	1.04
0.88	1.06	0.98
0.86	0.94	0.52
0.97	1.04	0.91
0.65	0.83	0.78
0.67	0.89	0.89
0.68	0.8	0.62
0.71	1.03	0.48
1.03	0.99	1.15
0.73	1.08	0.69
0.94	0.97	0.92
0.56	0.92	0.5
0.8	1.13	0.74
0.94	0.98	0.59
0.8	1.21	0.63
0.72	0.91	0.56
1.11	1.08	0.96
0.87	0.98	1.15
0.97	0.91	0.88
1.03	1.08	1.32
0.77	0.92	0.64
0.81	1.03	0.81
1.46	1.02	1.19
0.57	1.03	1.01
1.11	0.95	1.04
0.51	0.93	0.58
0.94	1.16	0.75
1.04	1.15	0.95
0.6	0.66	0.79
1.03	1.11	0.56
0.73	1	0.63
0.96	0.95	0.7
0.98	1.01	0.65
0.78	1.11	0.84
0.59	0.76	0.72
0.72	0.88	0.72
0.65	0.78	0.73
0.84	1.27	0.71
1.05	0.95	1.05
0.9	1.14	0.73
0.86	1.14	1
1.16	1.1	1.06
0.79	0.97	0.92
0.57	1.19	0.76
0.98	0.94	1.23
0.61	0.88	0.96
1.01	1.14	0.76
0.92	1.04	0.57
0.75	1.2	0.97
0.8	1.05	0.75
0.51	0.86	1.12
0.63	0.94	0.71
0.53	1.02	0.49
0.68	1.18	0.97
0.9	1.02	0.89
0.91	0.97	0.79
0.83	0.93	1.27
0.69	0.76	0.45
0.86	1.07	0.99
1.05	1.19	1.06
0.53	0.81	0.61
0.66	1.05	0.84
0.7	0.89	0.79
0.85	1.2	0.77
0.7	0.94	0.58
0.89	1	0.85
0.94	1.03	1.09
1.08	1.13	0.79
0.68	1.04	0.66
1.14	1.17	1.19
0.74	1.2	0.93
1.04	1.07	0.9
0.95	1.14	0.63
0.85	1.08	0.98
0.74	1.09	0.4
0.71	0.88	0.97
1.06	1.2	0.97
1.19	1.08	1
0.59	1	0.58
0.7	1.1	0.86
0.66	1.21	0.51
0.73	0.98	0.44
0.75	0.97	0.87
0.8	1.21	0.64
0.7	0.82	0.56
0.66	1.11	0.72
1.04	1.02	0.81
0.79	0.9	0.53
1.13	1.16	1.52
0.91	0.73	0.72
0.66	0.98	1.15
0.84	0.95	0.67
0.75	1.15	0.49
0.96	0.82	1.07
0.29	0.8	0.23
0.73	1.03	0.59
0.91	1.14	1.04
0.38	0.85	0.41
0.91	1.03	0.88
0.54	0.88	0.36
0.82	1.01	0.6
0.69	0.98	0.7
1.27	0.97	1.17
0.63	0.75	0.41
0.98	0.96	1.31
0.64	1.12	0.65
0.29	0.84	0.35
0.59	0.84	0.45
0.83	1.04	0.72
0.6	0.8	0.54
1.03	0.89	0.6
1.08	1.08	0.99
0.97	0.93	0.88
0.67	0.98	0.53
0.89	1.01	1.01
0.53	0.85	0.71
0.69	0.96	0.67
1.29	1.07	0.98
1.35	0.85	1.27
1.42	1.24	0.87
1.25	1.05	0.8
0.93	0.88	0.5
1.14	0.77	0.83
0.73	0.79	0.89
1.39	1.2	1.22
0.77	0.98	0.66
0.85	0.81	0.59
0.26	0.94	0.41
0.59	0.83	0.43
0.66	1.05	0.81
0.7	1.02	0.61
1.28	1.16	1.03
0.71	1.25	0.69
2.18	1.45	2.04
0.61	0.84	0.54
0.68	0.75	0.47
0.76	0.88	0.74
0.56	0.98	0.67
0.84	0.68	0.57
0.78	0.87	1
1.64	1.07	0.99
0.95	1.03	1.01
0.69	1.3	0.55
0.87	1.03	0.7
0.93	0.99	0.63
0.62	0.93	0.73
0.97	1.21	0.95
0.95	1.1	1.12
1.06	1.35	0.69
0.52	0.86	0.67
1.31	1.01	0.96
